Unnamed: 0,nct_id,downcase_mesh_term,official_title,brief_title,all_conditions,study_first_submitted_date,primary_completion_date,completion_date,enrollment,observational_model,intervention_model,time_perspective,study_type,overall_status,study_phases,funded_bys,sponsors_name,investigators,intervention_types,location,minimum_age_num,maximum_age_num,category_age,category,sub_category,URL
667,NCT00977080,hyperparathyroidism,The IMPACT SHPT Study: Study to Evaluate the Improved Management of iPTH With Paricalcitol-centered Therapy vs. Cinacalcet Therapy With Low-dose Vitamin D in Hemodialysis Patients With Secondary Hyperparathyroidism,Evaluation of the Effectiveness of Paricalcitol Versus Cinacalcet With Low-Dose Vitamin D,Chronic Kidney Disease|Hemodialysis|Secondary Hyperparathyroidism,2009-09-14,2011-05-31,2011-05-31,272.0,,Parallel Assignment,,Interventional,Completed,Phase 4,Abbott,Abbott,Site Reference ID/Investigator# 22781|Site Reference ID/Investigator# 24342|Site Reference ID/Investigator# 21142|Site Reference ID/Investigator# 22762|Site Reference ID/Investigator# 22758|Site Reference ID/Investigator# 21442|Site Reference ID/Investigator# 23688|Site Reference ID/Investigator# 21370|Site Reference ID/Investigator# 25902|Site Reference ID/Investigator# 21146|Site Reference ID/Investigator# 26743|Site Reference ID/Investigator# 22788|Site Reference ID/Investigator# 22722|Site Reference ID/Investigator# 23147|Site Reference ID/Investigator# 22778|Site Reference ID/Investigator# 21369|Site Reference ID/Investigator# 22786|Site Reference ID/Investigator# 21144|Site Reference ID/Investigator# 21443|Site Reference ID/Investigator# 21145|Site Reference ID/Investigator# 22505|Site Reference ID/Investigator# 22759|Site Reference ID/Investigator# 22796|Site Reference ID/Investigator# 22770|Site Reference ID/Investigator# 22772|Site Reference ID/Investigator# 21147|Site Reference ID/Investigator# 22982|Site Reference ID/Investigator# 21143|Site Reference ID/Investigator# 22506|Site Reference ID/Investigator# 22776|Site Reference ID/Investigator# 22311|Site Reference ID/Investigator# 22310|Site Reference ID/Investigator# 21624|Site Reference ID/Investigator# 22363|Site Reference ID/Investigator# 23105|Site Reference ID/Investigator# 23909|Site Reference ID/Investigator# 22462|Site Reference ID/Investigator# 21748|Site Reference ID/Investigator# 33268|Site Reference ID/Investigator# 35903|Site Reference ID/Investigator# 21742|Site Reference ID/Investigator# 21744|Site Reference ID/Investigator# 21368|Site Reference ID/Investigator# 22362|Site Reference ID/Investigator# 38970|Site Reference ID/Investigator# 22322|Site Reference ID/Investigator# 22463|Site Reference ID/Investigator# 22323|Site Reference ID/Investigator# 39262|Site Reference ID/Investigator# 22312|Site Reference ID/Investigator# 21746|Site Reference ID/Investigator# 39180|Site Reference ID/Investigator# 22314|Site Reference ID/Investigator# 21367|Site Reference ID/Investigator# 21745|Site Reference ID/Investigator# 21842|Site Reference ID/Investigator# 22309|Site Reference ID/Investigator# 21843|Site Reference ID/Investigator# 38903|Site Reference ID/Investigator# 38531|Site Reference ID/Investigator# 22464|Site Reference ID/Investigator# 23910|Site Reference ID/Investigator# 24643|Site Reference ID/Investigator# 24642|Site Reference ID/Investigator# 21361|Site Reference ID/Investigator# 21364|Site Reference ID/Investigator# 22366|Site Reference ID/Investigator# 38343|Site Reference ID/Investigator# 21362|Site Reference ID/Investigator# 21363|Site Reference ID/Investigator# 22367|Site Reference ID/Investigator# 38462|Site Reference ID/Investigator# 21365|Site Reference ID/Investigator# 23913|Site Reference ID/Investigator# 23782|Site Reference ID/Investigator# 22364|Site Reference ID/Investigator# 23912|Site Reference ID/Investigator# 21747|Site Reference ID/Investigator# 23102|Site Reference ID/Investigator# 23104|Site Reference ID/Investigator# 23103|Site Reference ID/Investigator# 41982|Site Reference ID/Investigator# 40222,Drug|Drug,Czech Republic|Denmark|Germany|Greece|Italy|Netherlands|Portugal|Russian Federation|Spain|Sweden|United Kingdom|United States,18.0,120.0,[18-65]|[65 and more],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT00977080
672,NCT00982722,hyperparathyroidism,Vitamin D Supplementation After Successful Parathyroid Surgery for Primary Hyperparathyroidism,Vitamin D Supplementation After Parathyroid Surgery,Primary Hyperparathyroidism,2009-09-22,2018-05-04,2018-05-04,150.0,,Parallel Assignment,,Interventional,Completed,Not Applicable,Karolinska University Hospital,Karolinska University Hospital,Karolinska UH|Karolinska University Hospital,Drug|Drug,Sweden,0.0,120.0,[0-17]|[18-65]|[65 and more],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT00982722
674,NCT00984191,"thyroid cancer, papillary",99mTechnetium-MIBI SPECT-CT for Pre-operative Evaluation of Cervical Lymph Node Metastasis in Papillary Thyroid Carcinoma; A Pilot Study,Pilot 99mTechnetium-MIBI Single Photon Emission Computed Tomography - Computed Tomography (SPECT-CT) in Papillary Carcinoma (CA) Thyroid,Papillary Thyroid Cancer,2009-09-24,2011-10-31,2011-11-30,15.0,,Parallel Assignment,,Interventional,Unknown status,Not Applicable,Chulalongkorn University,Chulalongkorn University,King Chulalongkorn Hospital,Radiation,Thailand,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,"Thyroid cancer, papillary",https://clinicaltrials.gov/ct2/show/NCT00984191
675,NCT00984282,thyroid neoplasms,A Double-Blind Randomized Phase III Study Evaluating the Efficacy and Safety of Sorafenib Compared to Placebo in Locally Advanced/Metastatic RAI-Refractory Differentiated Thyroid Cancer,Nexavar® Versus Placebo in Locally Advanced/Metastatic RAI-Refractory Differentiated Thyroid Cancer,Thyroid Neoplasms,2009-09-24,2012-08-31,2017-08-30,417.0,,Parallel Assignment,,Interventional,Completed,Phase 3,Bayer,Amgen|Bayer,Asan Medical Center,Drug|Drug,"Austria|Belgium|Bulgaria|China|Denmark|France|Germany|Italy|Japan|Korea, Republic of|Netherlands|Poland|Russian Federation|Saudi Arabia|Spain|Sweden|United Kingdom|United States",18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT00984282
677,NCT00990704,hyperparathyroidism,"Phase II, Open Study, Exploratory Examination of Efficacy and Safety of Paricalcitol Injection and Maxacalcitol Injection in Chronic Kidney Disease Subjects Receiving Hemodialysis With Secondary Hyperparathyroidism",Paricalcitol Compared to Maxacalcitol in Chronic Kidney Disease Patients With Secondary Hyperparathyroidism,Hemodialysis|Secondary Hyperparathyroidism,2009-10-05,2010-05-31,2010-05-31,47.0,,Parallel Assignment,,Interventional,Completed,Phase 2,Abbott,Abbott,Site Ref # / Investigator 53794|Site Ref # / Investigator 53787|Site Ref # / Investigator 53786|Site Ref # / Investigator 53792|Site Ref # / Investigator 53784|Site Ref # / Investigator 53796|Site Ref # / Investigator 53795|Site Ref # / Investigator 21561|Site Ref # / Investigator 53789|Site Ref # / Investigator 53790|Site Ref # / Investigator 53793|Site Ref # / Investigator 53785|Site Ref # / Investigator 53788|Site Ref # / Investigator 53791,Drug|Drug,Japan,20.0,120.0,[18-65]|[65 and more],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT00990704
679,NCT00993837,thyroid neoplasms,Comparison of Effectiveness and Safety of Thyroidectomy for Thyroid Carcinoma in Patients Undergo Endoscopic Surgery and Those Receive Conversion,Feasibility of Endoscopic Thyroidectomy for Thyroid Carcinoma,Thyroid Carcinoma,2009-09-29,2011-12-31,2012-06-30,60.0,,Parallel Assignment,,Interventional,Unknown status,Not Applicable,Second Military Medical University,Second Military Medical University,Changzheng Hospital,Procedure,China,18.0,45.0,[18-65],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT00993837
681,NCT00995163,hyperparathyroidism,Mineral and Bone Disorders Outcomes Study for Japanese Chronic Kidney Disease Stage 5D Patients (MBD-5D),Mineral and Bone Disorders Outcomes in Stage 5D of Chronic Kidney Disease,"End Stage Renal Disease|Hyperparathyroidism, Secondary",2009-10-14,2011-01-31,2011-01-31,8020.0,Cohort,,Prospective,Observational,Completed,,"Kyowa Kirin Co., Ltd.","Kyowa Kirin Co., Ltd.",,,Japan,0.0,120.0,[0-17]|[18-65]|[65 and more],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT00995163
683,NCT00999037,hyperparathyroidism,FGF-23 (Fibroblast Growth Factor 23) Regulation in Chronic Kidney Disease,FGF-23 (Fibroblast Growth Factor 23) Regulation in Chronic Kidney Disease,Secondary Hyperparathyroidism,2009-10-20,2015-06-30,2015-06-30,18.0,,Parallel Assignment,,Interventional,Completed,Not Applicable,"University of California, Los Angeles","Loma Linda University|University of California, Los Angeles",UCLA,Drug|Other,United States,6.0,21.0,[0-17]|[18-65],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT00999037
686,NCT01003652,goiter,Harmonic Focus Shears Versus Clamp-and-technique for Total Thyroidectomy,Clinical Trial on Harmonic Focus Shears,Multinodular Goiter,2009-10-27,2008-12-31,2008-12-31,68.0,Cohort,,Prospective,Observational,Completed,,Cliniques universitaires Saint-Luc- Université Catholique de Louvain,Cliniques universitaires Saint-Luc- Université Catholique de Louvain,Cliniques universitaires Saint-Luc- Université Catholique de Louvain,Procedure,Belgium,18.0,120.0,[18-65]|[65 and more],Goiter,Goiter,https://clinicaltrials.gov/ct2/show/NCT01003652
687,NCT01005654,parathyroid neoplasms,Prospective Comprehensive Molecular Analysis of Endocrine Neoplasms,Prospective Comprehensive Molecular Analysis of Endocrine Neoplasms,Adrenal Neoplasm|Endocrine Tumors|Neuroblastoma|Parathyroid Neoplasms|Thyroid Neoplasms,2009-10-30,,,1900.0,Cohort,,Prospective,Observational,Recruiting,,National Institutes of Health Clinical Center (CC),National Cancer Institute (NCI),"National Institutes of Health Clinical Center, 9000 Rockville Pike",,United States,4.0,120.0,[0-17]|[18-65]|[65 and more],Parathyroid diseases,Parathyroid cancer,https://clinicaltrials.gov/ct2/show/NCT01005654
689,NCT01005654,thyroid neoplasms,Prospective Comprehensive Molecular Analysis of Endocrine Neoplasms,Prospective Comprehensive Molecular Analysis of Endocrine Neoplasms,Adrenal Neoplasm|Endocrine Tumors|Neuroblastoma|Parathyroid Neoplasms|Thyroid Neoplasms,2009-10-30,,,1900.0,Cohort,,Prospective,Observational,Recruiting,,National Institutes of Health Clinical Center (CC),National Cancer Institute (NCI),"National Institutes of Health Clinical Center, 9000 Rockville Pike",,United States,4.0,120.0,[0-17]|[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT01005654
690,NCT01012414,hyperparathyroidism,The Effect of Vitamin D Supplementation on Markers of Inflammation in High-Risk Cardiovascular Patients With Low Levels of Serum 25-Hydroxyvitamin D,Effect of Vitamin D Supplement on Inflammation Markers in High-Risk Cardiovascular Patients With Chronic Kidney Disease,Chronic Kidney Disease|Coronary Artery Disease|Hypovitaminosis D|Secondary Hyperparathyroidism,2009-11-11,2011-05-31,2011-05-31,10.0,,Parallel Assignment,,Interventional,Terminated,Phase 3,Thomas Jefferson University,Abbott|Thomas Jefferson University,Thomas Jefferson University,Drug|Drug,United States,18.0,120.0,[18-65]|[65 and more],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT01012414
693,NCT01013597,thyroid neoplasms,A Phase II Trial of LBH589 in Patients With Metastatic Medullary Thyroid Cancer and Radioactive Iodine Resistant Differentiated Thyroid Cancer,Trial of LBH589 in Metastatic Thyroid Cancer,Thyroid Carcinoma,2009-10-28,2013-08-31,2016-02-29,13.0,,Single Group Assignment,,Interventional,Completed,Phase 2,"University of Wisconsin, Madison","Novartis Pharmaceuticals|University of Wisconsin, Madison",St. Vincent Regional Cancer Center CCOP|University of Wisconsin - Madison|Medical College of Wisconsin,Drug,United States,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT01013597
696,NCT01025128,hyperparathyroidism,,Vitamin D Status in Males in Jerusalem Area and Its Correlation to Parathyroid Hormone (PTH) Level and Bone Mineral Density,Osteomalacia|Secondary Hyperparathyroidism|Vitamin D Deficiency,2009-12-01,2014-07-31,2014-07-31,210.0,,Parallel Assignment,,Interventional,Completed,Phase 4,Clalit Health Services,Clalit Health Services,"Endocrinology Clinic, Clalit Health Services",Drug,Israel,18.0,70.0,[18-65]|[65 and more],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT01025128
697,NCT01025453,thyroid neoplasms,Phase II Study Evaluating the Combination of Temsirolimus and Sorafenib in the Treatment of Radioactive Iodine Refractory Thyroid Cancer,Combination of Temsirolimus and Sorafenib in the Treatment of Radioactive Iodine Refractory Thyroid Cancer,Thyroid Cancer,2009-12-02,2018-01-16,2018-01-16,37.0,,Single Group Assignment,,Interventional,Completed,Phase 2,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center|National Comprehensive Cancer Network|Pfizer,Memorial Sloan-Kettering at Basking Ridge|Memorial Sloan-Kettering Cancer Center @ Suffolk|Memorial Sloan Kettering Cancer Center|Memorial Sloan-Kettering at Mercy Medical Center|Memorial Sloan-Kettering Cancer Center at Phelps Memorial Hospital Center,Drug,United States,21.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT01025453
699,NCT01039714,hypoparathyroidism,Preoperative Vitamin D Levels as a Prognostic Factor for Postoperative Hypocalcemia and Hypoparathyroidism After Total Thyroidectomy,Vitamin D Levels and Postoperative Hypocalcemia After Total Thyroidectomy,Hypocalcemia|Hypoparathyroidism|Thyroidectomy|Vitamin D Deficiency,2009-09-29,2010-04-30,2010-05-31,200.0,Cohort,,Prospective,Observational,Unknown status,,Aristotle University Of Thessaloniki,Aristotle University Of Thessaloniki,"AHEPA University Hospital Thessaloniki, Greece",,Greece,18.0,120.0,[18-65]|[65 and more],Parathyroid diseases,Hypoparathyroidism,https://clinicaltrials.gov/ct2/show/NCT01039714
700,NCT01039818,graves disease,Comparison of Different Doses of 131I in Severe Graves' Hyperthyroidism: A Clinical Trial With Historical Control,Comparison of Different Doses of 131I in Severe Graves' Hyperthyroidism,Graves Disease,2009-12-24,2011-08-31,2011-08-31,30.0,,Parallel Assignment,,Interventional,Completed,Phase 3,Hospital de Clinicas de Porto Alegre,Federal University of Rio Grande do Sul|Hospital de Clinicas de Porto Alegre,"Thyroid Unit, Endocrine Division, Hospital de Clínicas de Porto Alegre",Radiation|Radiation,Brazil,18.0,65.0,[18-65]|[65 and more],Hyperthyroidism,Graves' disease,https://clinicaltrials.gov/ct2/show/NCT01039818
701,NCT01039818,goiter,Comparison of Different Doses of 131I in Severe Graves' Hyperthyroidism: A Clinical Trial With Historical Control,Comparison of Different Doses of 131I in Severe Graves' Hyperthyroidism,Graves Disease,2009-12-24,2011-08-31,2011-08-31,30.0,,Parallel Assignment,,Interventional,Completed,Phase 3,Hospital de Clinicas de Porto Alegre,Federal University of Rio Grande do Sul|Hospital de Clinicas de Porto Alegre,"Thyroid Unit, Endocrine Division, Hospital de Clínicas de Porto Alegre",Radiation|Radiation,Brazil,18.0,65.0,[18-65]|[65 and more],Goiter,Goiter,https://clinicaltrials.gov/ct2/show/NCT01039818
702,NCT01039818,hyperthyroidism,Comparison of Different Doses of 131I in Severe Graves' Hyperthyroidism: A Clinical Trial With Historical Control,Comparison of Different Doses of 131I in Severe Graves' Hyperthyroidism,Graves Disease,2009-12-24,2011-08-31,2011-08-31,30.0,,Parallel Assignment,,Interventional,Completed,Phase 3,Hospital de Clinicas de Porto Alegre,Federal University of Rio Grande do Sul|Hospital de Clinicas de Porto Alegre,"Thyroid Unit, Endocrine Division, Hospital de Clínicas de Porto Alegre",Radiation|Radiation,Brazil,18.0,65.0,[18-65]|[65 and more],Hyperthyroidism,Hyperthyroidism,https://clinicaltrials.gov/ct2/show/NCT01039818
703,NCT01042626,hyperparathyroidism,"Dissimilar PTH, Gastrin, and Ionized Calcium Response to Oral Peptones in Normocalcemic Primary Hyperparathyroidism, Hypercalcemic Primary Hyperparathyroidism and Healthy Subjects",Oral Peptones Load in Normocalcemic and Hypercalcemic Primary Hyperparathyroidism and Healthy Subjects,Hypercalcemia|Hyperparathyroidism,2010-01-04,2005-01-31,2005-01-31,60.0,,Parallel Assignment,,Interventional,Completed,Not Applicable,University of Eastern Piedmont,University of Eastern Piedmont|University of Milan,L. Sacco Hospital (Vialba),Other,Italy,18.0,90.0,[18-65]|[65 and more],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT01042626
706,NCT01043107,thyroid neoplasms,Study on the Relationship Between The Computer Radiation and The Recrudesce Rate of Thyroid Cancer,Relationship Between Computer and Cancer,Thyroid Cancer,2010-01-05,,,2000.0,Cohort,,Retrospective,Observational,Unknown status,,Guangdong Provincial People's Hospital,Guangdong Provincial People's Hospital,Guangdong General Hospital,,China,10.0,60.0,[0-17]|[18-65],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT01043107
707,NCT01050465,hypothyroidism,MedlinePlus Health Prescriptions: Developing a Real World Approach for Clinic Use,MedlinePlus Health Prescriptions: Developing a Pragmatic Approach for Clinic Use,Acne Vulgaris|Allergic Rhinitis|Anxiety|Asthma|Back Pain|Bursitis|Chronic Obstructive Pulmonary Disease|Coronary Artery Disease|Cough|Depression|Diabetes Mellitus|Diarrhea|Fibromyalgia|Gastroesophageal Reflux|Headache|HIV Infections|Hyperlipidemia|Hypertension|Hypothyroidism|Influenza|Irritable Bowel Syndrome|Menopause|Migraine Disorders|Obesity|Obstructive Sleep Apnea|Osteoarthritis|Prostatic Hyperplasia|Senile Osteoporosis|Shoulder Pain|Sinusitis|Sleep Initiation and Maintenance Disorders|Smoking Cessation|Tobacco Use Cessation|Urinary Incontinence|Urinary Tract Infection|Vaginitis|Vertigo,2010-01-13,2010-10-31,2010-12-31,907.0,,Parallel Assignment,,Interventional,Completed,Not Applicable,University of Missouri-Columbia,National Library of Medicine (NLM)|University of Missouri-Columbia,,Other,,18.0,120.0,[18-65]|[65 and more],Hypothyroidism,Hypothyroidism,https://clinicaltrials.gov/ct2/show/NCT01050465
708,NCT01056419,hyperthyroidism,,The Effect of Early Total Thyroidectomy in the Course of Graves' Orbitopathy,Graves' Ophthalmopathy,2010-01-25,2010-06-30,2010-08-31,40.0,,Parallel Assignment,,Interventional,Unknown status,Phase 4,Ankara University,Ankara University,"Ankara University, Medical School, Ibni Sina Hospital, Endocrinology and Metabolic Diseases Department",Procedure|Drug,Turkey,18.0,75.0,[18-65]|[65 and more],Hyperthyroidism,Hyperthyroidism,https://clinicaltrials.gov/ct2/show/NCT01056419
709,NCT01056419,graves disease,,The Effect of Early Total Thyroidectomy in the Course of Graves' Orbitopathy,Graves' Ophthalmopathy,2010-01-25,2010-06-30,2010-08-31,40.0,,Parallel Assignment,,Interventional,Unknown status,Phase 4,Ankara University,Ankara University,"Ankara University, Medical School, Ibni Sina Hospital, Endocrinology and Metabolic Diseases Department",Procedure|Drug,Turkey,18.0,75.0,[18-65]|[65 and more],Hyperthyroidism,Graves' disease,https://clinicaltrials.gov/ct2/show/NCT01056419
710,NCT01056419,graves ophthalmopathy,,The Effect of Early Total Thyroidectomy in the Course of Graves' Orbitopathy,Graves' Ophthalmopathy,2010-01-25,2010-06-30,2010-08-31,40.0,,Parallel Assignment,,Interventional,Unknown status,Phase 4,Ankara University,Ankara University,"Ankara University, Medical School, Ibni Sina Hospital, Endocrinology and Metabolic Diseases Department",Procedure|Drug,Turkey,18.0,75.0,[18-65]|[65 and more],Hyperthyroidism,Orbitopathy,https://clinicaltrials.gov/ct2/show/NCT01056419
711,NCT01056419,goiter,,The Effect of Early Total Thyroidectomy in the Course of Graves' Orbitopathy,Graves' Ophthalmopathy,2010-01-25,2010-06-30,2010-08-31,40.0,,Parallel Assignment,,Interventional,Unknown status,Phase 4,Ankara University,Ankara University,"Ankara University, Medical School, Ibni Sina Hospital, Endocrinology and Metabolic Diseases Department",Procedure|Drug,Turkey,18.0,75.0,[18-65]|[65 and more],Goiter,Goiter,https://clinicaltrials.gov/ct2/show/NCT01056419
