id,nct_id,agency_class,lead_or_collaborator,name,new_class
8041390,NCT05108298,NETWORK,lead,Eastern Cooperative Oncology Group,Other
8041422,NCT05014698,OTHER,lead,Nantes University Hospital,Health care Institution
7594812,NCT04760171,OTHER,lead,The Leeds Teaching Hospitals NHS Trust,Health care Institution
8094024,NCT03432299,OTHER,lead,Seoul National University Hospital,Health care Institution
7594809,NCT04759911,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
7594813,NCT04760171,OTHER,collaborator,University of Leeds,University
8041771,NCT03196518,OTHER,lead,Memorial Sloan Kettering Cancer Center,Health care Institution
8041681,NCT03676348,OTHER,lead,Oslo University Hospital,Health care Institution
8041795,NCT03085056,OTHER,lead,Memorial Sloan Kettering Cancer Center,Health care Institution
8041796,NCT03085056,INDUSTRY,collaborator,Novartis,Other
7594886,NCT04759053,OTHER,lead,Kafrelsheikh University,University
7594887,NCT04759053,OTHER,collaborator,Alexandria University,University
8042298,NCT05178186,OTHER,lead,University of Cagliari,University
7663500,NCT01083186,INDUSTRY,lead,"AbbVie (prior sponsor, Abbott)",Other
7663525,NCT01083849,INDUSTRY,lead,"AbbVie (prior sponsor, Abbott)",Other
7595479,NCT04750460,OTHER,lead,"Saint Petersburg State University, Russia",University
7663467,NCT01081665,INDUSTRY,lead,Abbott,Other
7595376,NCT04752202,OTHER,lead,Medical University of Bialystok,University
7597495,NCT04552769,OTHER,lead,Stanford University,University
7595898,NCT04745793,OTHER,lead,IHU Strasbourg,Other
7596264,NCT04740502,OTHER,lead,University of Cagliari,University
7596777,NCT05314790,OTHER,lead,"Fadoi Foundation, Italy",Other
7597408,NCT04644315,INDUSTRY,lead,Hoffmann-La Roche,Other
7596356,NCT04739566,OTHER,lead,"Saint Petersburg State University, Russia",University
7849849,NCT01273714,OTHER,lead,Jagiellonian University,University
7596753,NCT04734457,OTHER,lead,Ain Shams University,University
7597371,NCT04701203,INDUSTRY,lead,Ascendis Pharma Bone Diseases A/S,Other
7663971,NCT01100723,OTHER,lead,"University of Colorado, Denver",University
7597513,NCT04514484,NIH,lead,National Cancer Institute (NCI),Government Agency
7597800,NCT03914300,NIH,lead,National Cancer Institute (NCI),Government Agency
7598246,NCT02152995,NIH,lead,National Cancer Institute (NCI),Government Agency
7598134,NCT03012620,OTHER,lead,UNICANCER,Other
7598135,NCT03012620,OTHER_GOV,collaborator,"National Cancer Institute, France",Government Agency
7598136,NCT03012620,OTHER,collaborator,"Ligue contre le cancer, France",Other
7598137,NCT03012620,INDUSTRY,collaborator,Merck Sharp & Dohme Corp.,Other
8043286,NCT04879355,OTHER,lead,Preben Homøe,Other
8043287,NCT04879355,OTHER,collaborator,Herlev Hospital,Health care Institution
8043288,NCT04879355,OTHER,collaborator,"Rigshospitalet, Denmark",Health care Institution
7598528,NCT04731740,OTHER,lead,"Saint Petersburg State University, Russia",University
8043646,NCT02973997,OTHER,lead,Academic and Community Cancer Research United,Other
7598606,NCT04730726,OTHER,lead,University Medical Center Groningen,Health care Institution
8043647,NCT02973997,NIH,collaborator,National Cancer Institute (NCI),Government Agency
8043661,NCT02878044,OTHER,lead,Mayo Clinic,Health care Institution
7722740,NCT00001394,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
8043724,NCT05240911,OTHER,lead,"Second Affiliated Hospital, School of Medicine, Zhejiang University",Health care Institution
7664323,NCT01114503,INDUSTRY,lead,GlaxoSmithKline,Other
7599933,NCT04714918,OTHER,lead,Limeng Chen,Other
7722977,NCT00001730,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
7600129,NCT04712760,OTHER,lead,"Central Hospital, Nancy, France",Health care Institution
7600622,NCT04706962,INDUSTRY,lead,Theratechnologies,Other
7600623,NCT04706962,INDUSTRY,collaborator,PPD,Other
8045164,NCT05177939,INDUSTRY,lead,"Nihon Pharmaceutical Co., Ltd",Industry
8045399,NCT05022641,NIH,collaborator,National Cancer Institute (NCI),Government Agency
7600876,NCT04704414,OTHER,lead,University of Zurich,University
8045400,NCT05022641,OTHER,collaborator,Vanderbilt University,University
7602809,NCT04680650,OTHER,lead,Affiliated Cancer Hospital & Institute of Guangzhou Medical University,Health care Institution
8045395,NCT05022667,OTHER,lead,University of Michigan,University
8045396,NCT05022667,NIH,collaborator,National Cancer Institute (NCI),Government Agency
8045397,NCT05022667,OTHER,collaborator,Vanderbilt University,University
8045398,NCT05022641,OTHER,lead,University of Michigan,University
7601791,NCT04693936,OTHER,lead,University of Crete,University
7602004,NCT04690842,OTHER,lead,Hospital de Niños R. Gutierrez de Buenos Aires,Health care Institution
8045741,NCT04610723,OTHER,lead,"University Hospital, Montpellier",Health care Institution
7602402,NCT04686006,OTHER,lead,Kyushu University,University
8045665,NCT04684953,OTHER,lead,Assiut University,University
8045864,NCT04463719,OTHER,lead,University of Florida,University
8045865,NCT04463719,NIH,collaborator,National Cancer Institute (NCI),Government Agency
7603282,NCT04675710,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
7603546,NCT04671719,OTHER,lead,Hospices Civils de Lyon,Health care Institution
7604220,NCT04663451,OTHER,lead,Universitair Ziekenhuis Brussel,Health care Institution
7604028,NCT04666103,OTHER,lead,Wuhan University,University
7604128,NCT04664413,OTHER,lead,University of Salerno,University
8046969,NCT02422368,OTHER,lead,Iran University of Medical Sciences,University
8046506,NCT03570021,OTHER,lead,"Gustave Roussy, Cancer Campus, Grand Paris",Health care Institution
7604593,NCT04658524,OTHER,lead,Rio de Janeiro State University,University
8046976,NCT02393183,OTHER,lead,Iran University of Medical Sciences,University
8047227,NCT05189314,OTHER,lead,Columbia University,University
7606605,NCT04632524,OTHER,lead,Fayoum University Hospital,Health care Institution
7605336,NCT04648722,OTHER,lead,Medical University of Vienna,University
8047437,NCT04971473,INDUSTRY,lead,"Suzhou Zelgen Biopharmaceuticals Co.,Ltd",Industry
8047438,NCT04964284,INDUSTRY,lead,"Suzhou Zelgen Biopharmaceuticals Co.,Ltd",Industry
7605492,NCT04647006,OTHER_GOV,lead,MUnlu,Other
7605493,NCT04647006,OTHER,collaborator,Sisli Hamidiye Etfal Training and Research Hospital,Health care Institution
7606252,NCT04637360,OTHER,lead,Min-Sheng General Hospital,Health care Institution
7606253,NCT04637360,OTHER,collaborator,Taipei Medical University Shuang Ho Hospital,Health care Institution
7606254,NCT04637360,OTHER,collaborator,Taipei Medical University,University
7606255,NCT04637360,OTHER,collaborator,En Chu Kong Hospital,Health care Institution
7606256,NCT04637360,OTHER,collaborator,National Taiwan University,University
7606257,NCT04637360,OTHER,collaborator,Taichung Tzu Chi Hospital,Health care Institution
7607654,NCT04619316,OTHER,lead,"University Hospital, Essen",Health care Institution
8047837,NCT03375359,OTHER,lead,University Hospital Tuebingen,Health care Institution
8047842,NCT03309384,OTHER,lead,"Central Hospital, Nancy, France",Health care Institution
8094649,NCT03425747,OTHER,lead,Campus Bio-Medico University,University
7665399,NCT03969329,INDUSTRY,lead,Amgen,Other
7607185,NCT04624477,OTHER,lead,"University Health Network, Toronto",University
7607186,NCT04624477,OTHER,collaborator,University of British Columbia,University
7607187,NCT04624477,OTHER,collaborator,University of Calgary,University
7607188,NCT04624477,OTHER,collaborator,Lawson Health Research Institute,Other
7607189,NCT04624477,OTHER,collaborator,Ottawa Hospital Research Institute,Health care Institution
7607190,NCT04624477,OTHER,collaborator,McMaster University,University
7607191,NCT04624477,OTHER,collaborator,CHU de Quebec-Universite Laval,Health care Institution
7607192,NCT04624477,OTHER,collaborator,Centre hospitalier de l'Université de Montréal (CHUM),Health care Institution
7607193,NCT04624477,OTHER,collaborator,Dalhousie University,University
7607194,NCT04624477,OTHER_GOV,collaborator,Canadian Institutes of Health Research (CIHR),Other
7607195,NCT04624477,OTHER,collaborator,Canadian Cancer Society (CCS),Other
8048091,NCT05186883,OTHER_GOV,lead,Institute of Biophysics and Cell Engineering of National Academy of Sciences of Belarus,Other
8048092,NCT05186883,OTHER,collaborator,Belarusian State Medical University,University
8048080,NCT05189821,OTHER,lead,Columbia University,University
8048081,NCT05189808,OTHER,lead,Columbia University,University
7607937,NCT04615988,OTHER,lead,Icahn School of Medicine at Mount Sinai,Other
8048322,NCT04471597,OTHER_GOV,lead,Zagazig University,University
7608000,NCT04614389,OTHER,lead,University of Southern California,University
7608001,NCT04614389,INDUSTRY,collaborator,Siemens Medical Solutions USA - CSG,Other
7665748,NCT00849888,INDUSTRY,lead,Enzyvant Therapeutics GmBH,Other
7608123,NCT04612894,OTHER,lead,Fudan University,University
7608126,NCT04613323,OTHER,lead,Centro Diagnostico Priamar,Other
7608505,NCT04608253,OTHER,lead,University Medical Center Groningen,Health care Institution
7665749,NCT00849888,NIH,collaborator,National Institutes of Health (NIH),Government Agency
7665750,NCT00849888,NIH,collaborator,National Institute of Allergy and Infectious Diseases (NIAID),Government Agency
7665751,NCT00849888,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Government Agency
7609065,NCT04601298,OTHER,lead,Shanghai 10th People's Hospital,Health care Institution
8048735,NCT05191927,OTHER,lead,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,Health care Institution
8048736,NCT05191927,OTHER,collaborator,The First Affiliated Hospital of Zhengzhou University,Health care Institution
7665985,NCT01134315,INDUSTRY,lead,"AbbVie (prior sponsor, Abbott)",Other
7609128,NCT04600349,OTHER,lead,University of Bucharest,University
7674169,NCT01455181,INDUSTRY,lead,Shire,Other
8048999,NCT04467021,NETWORK,lead,ECOG-ACRIN Cancer Research Group,Other
8049000,NCT04467021,NIH,collaborator,National Cancer Institute (NCI),Government Agency
7665778,NCT01126060,OTHER,lead,Samsung Medical Center,Health care Institution
7609629,NCT04594720,OTHER,lead,Chang Gung Memorial Hospital,Health care Institution
7665986,NCT01134315,UNKNOWN,collaborator,North America Pediatric Renal Trials and Collaborative Studies (NAPRTCS),Other
7665991,NCT01134549,INDUSTRY,lead,KAI Pharmaceuticals,Other
7665992,NCT01134549,OTHER,collaborator,Nucleus Network Ltd,Other
7665993,NCT01134562,INDUSTRY,lead,KAI Pharmaceuticals,Other
7666080,NCT01138475,OTHER,lead,"Kerstyn C. Zalesin, M.D.",Other
7609977,NCT04589884,OTHER,lead,IHU Strasbourg,Other
7609978,NCT04589884,OTHER,collaborator,ARC Foundation for Cancer Research,Other
7666081,NCT01138475,INDUSTRY,collaborator,Abbott,Other
7610417,NCT04585126,OTHER,lead,"University Hospital, Caen",Health care Institution
7610418,NCT04585126,OTHER,collaborator,Centre Francois Baclesse,Health care Institution
7611307,NCT04574258,OTHER,lead,Chinese PLA General Hospital,Health care Institution
7610795,NCT04580199,OTHER,lead,Mahmoud Fahd,Other
7611239,NCT04574947,OTHER,lead,"Saint Petersburg State University, Russia",University
7610983,NCT04577664,OTHER,lead,Assiut University,University
7612026,NCT04563780,OTHER,lead,Assiut University,University
7611590,NCT04570033,OTHER,lead,"Military Institute of Medicine, Poland",Other
7611591,NCT04570033,OTHER,collaborator,Medical University of Warsaw,University
7611253,NCT04574817,INDUSTRY,lead,Taizhou Hanzhong biomedical co. LTD,Industry
8049741,NCT05132478,OTHER,lead,"University of Wisconsin, Madison",University
8049742,NCT05132478,NIH,collaborator,National Cancer Institute (NCI),Government Agency
8049743,NCT05132478,OTHER,collaborator,University of Michigan,University
8049919,NCT04856488,OTHER,lead,Jan Calissendorff,Other
7611639,NCT04569513,OTHER,lead,National Taiwan University Hospital,Health care Institution
7611946,NCT04564924,OTHER,lead,Tongji Hospital,Health care Institution
7850461,NCT01280292,OTHER_GOV,lead,Sheba Medical Center,Health care Institution
7612284,NCT04560426,OTHER,lead,Fudan University,University
8051022,NCT05199103,OTHER,lead,Medical University of Silesia,University
7612684,NCT04554680,OTHER,lead,"National University Hospital, Singapore",Health care Institution
7850454,NCT01280214,OTHER,lead,"HaEmek Medical Center, Israel",Health care Institution
7612685,NCT04554680,OTHER,collaborator,Singapore General Hospital,Health care Institution
8051230,NCT05007093,OTHER,lead,Yansong Lin,Other
7612962,NCT04551170,OTHER,lead,Vanderbilt University Medical Center,Health care Institution
7613239,NCT04548284,OTHER,lead,Sun Yat-sen University,University
7675074,NCT01496313,INDUSTRY,lead,"Genzyme, a Sanofi Company",Other
8051354,NCT04560127,OTHER,lead,Peking Union Medical College Hospital,Health care Institution
8051597,NCT03440697,OTHER,lead,Indiana University,University
7666947,NCT01171690,OTHER,lead,Mayo Clinic,Health care Institution
7614768,NCT04528225,OTHER,lead,Chinese Academy of Medical Sciences,Other
8051754,NCT01552434,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
7615023,NCT04447183,INDUSTRY,lead,"Suzhou Zelgen Biopharmaceuticals Co.,Ltd",Industry
8051675,NCT02731352,OTHER,lead,Peking Union Medical College Hospital,Health care Institution
8051755,NCT01552434,NIH,collaborator,National Cancer Institute (NCI),Government Agency
7667228,NCT01181531,INDUSTRY,lead,Amgen,Other
7615808,NCT04450472,OTHER,lead,"Jinling Hospital, China",Health care Institution
8051782,NCT00169806,OTHER,lead,Indiana Kidney Stone Institute,Other
8051783,NCT00169806,OTHER,collaborator,Indiana University School of Medicine,University
8051784,NCT00169806,OTHER,collaborator,University of Chicago,University
7615507,NCT04495985,OTHER,lead,The Cleveland Clinic,Other
8052092,NCT04682340,OTHER,lead,Jagiellonian University,University
7667244,NCT01182285,NIH,lead,National Cancer Institute (NCI),Government Agency
8051925,NCT05180214,OTHER,lead,Sohag University,University
8052028,NCT04922801,OTHER,lead,King's College London,Other
8052029,NCT04922801,OTHER,collaborator,Guy's and St Thomas' NHS Foundation Trust,Other
7618069,NCT04141306,OTHER,lead,Hospices Civils de Lyon,Health care Institution
7618114,NCT04133870,OTHER,lead,Royal Marsden NHS Foundation Trust,Other
7667554,NCT01191762,INDIV,lead,"Kenneth R. Phelps, M.D.",Other
7667555,NCT01191762,INDUSTRY,collaborator,"Genzyme, a Sanofi Company",Other
8053432,NCT04351945,OTHER,lead,Semmelweis University Heart and Vascular Center,University
7618105,NCT04135573,OTHER_GOV,lead,Shandong Provincial Hospital,Health care Institution
7618149,NCT04128631,OTHER,lead,Assiut University,University
8095105,NCT03420963,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
8095106,NCT03420963,NIH,collaborator,National Cancer Institute (NCI),Government Agency
8053433,NCT04351945,OTHER,collaborator,Semmelweis University,University
7619519,NCT03941184,OTHER,lead,Mayo Clinic,Health care Institution
7619011,NCT04013100,OTHER,lead,IHU Strasbourg,Other
7619188,NCT03986437,OTHER,lead,Institut Claudius Regaud,Other
7851511,NCT01292044,OTHER,lead,Centre Hospitalier Universitaire de Nīmes,Health care Institution
8053656,NCT03922321,INDUSTRY,lead,Immunovant Sciences GmbH,Other
7619248,NCT03978351,OTHER,lead,Assiut University,University
7619405,NCT03957616,OTHER,lead,Hospices Civils de Lyon,Health care Institution
7619444,NCT03951532,OTHER,lead,Assistance Publique - Hôpitaux de Paris,Other
7619935,NCT03884140,OTHER,lead,Assiut University,University
8055000,NCT02966093,INDUSTRY,lead,"Eisai Co., Ltd.",Industry
7668008,NCT01208051,NIH,lead,National Cancer Institute (NCI),Government Agency
8054969,NCT03215095,OTHER,lead,Memorial Sloan Kettering Cancer Center,Health care Institution
8054970,NCT03215095,INDUSTRY,collaborator,AstraZeneca,Other
8054971,NCT03215095,INDUSTRY,collaborator,MedImmune LLC,Other
8054733,NCT04509011,OTHER,lead,Region Skane,Other
8054734,NCT04509011,OTHER,collaborator,Haukeland University Hospital,Health care Institution
8054735,NCT04509011,OTHER,collaborator,Jagiellonian University,University
