,id,nct_id,agency_class,lead_or_collaborator,name,new_class
342,8040757,NCT00566488,INDUSTRY,lead,Enzyvant Therapeutics GmBH,Other
343,8040758,NCT00566488,FED,collaborator,Food and Drug Administration (FDA),Other
344,8040687,NCT02143726,INDUSTRY,collaborator,Novartis,Other
345,8041187,NCT05276063,INDUSTRY,lead,"VasaraGen, Inc.",Industry
346,8040759,NCT00566488,NIH,collaborator,National Institutes of Health (NIH),Government Agency
347,8040760,NCT00566488,NIH,collaborator,National Institute of Allergy and Infectious Diseases (NIAID),Government Agency
348,8040761,NCT00566488,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Government Agency
349,7720901,NCT00100828,OTHER,lead,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Health care Institution
350,7720902,NCT00100828,NIH,collaborator,National Cancer Institute (NCI),Government Agency
351,8040779,NCT04327999,OTHER,lead,Vanderbilt-Ingram Cancer Center,Health care Institution
352,8041113,NCT03162627,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
353,8041114,NCT03162627,INDUSTRY,collaborator,AstraZeneca,Other
354,8041123,NCT05276856,OTHER,lead,Nova Scotia Health Authority,Other
355,8040746,NCT00673010,OTHER,lead,Memorial Sloan Kettering Cancer Center,Health care Institution
356,8040747,NCT00673010,OTHER,collaborator,"Gustave Roussy, Cancer Campus, Grand Paris",Health care Institution
357,7594579,NCT04763122,OTHER,lead,Tawam Hospital,Health care Institution
358,8041202,NCT05275946,OTHER,lead,Osaka University,University
359,7594809,NCT04759911,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
360,8094024,NCT03432299,OTHER,lead,Seoul National University Hospital,Health care Institution
361,8041390,NCT05108298,NETWORK,lead,Eastern Cooperative Oncology Group,Other
362,8041422,NCT05014698,OTHER,lead,Nantes University Hospital,Health care Institution
363,7594812,NCT04760171,OTHER,lead,The Leeds Teaching Hospitals NHS Trust,Health care Institution
364,7594813,NCT04760171,OTHER,collaborator,University of Leeds,University
365,7663467,NCT01081665,INDUSTRY,lead,Abbott,Other
366,8041771,NCT03196518,OTHER,lead,Memorial Sloan Kettering Cancer Center,Health care Institution
367,8041795,NCT03085056,OTHER,lead,Memorial Sloan Kettering Cancer Center,Health care Institution
368,8041796,NCT03085056,INDUSTRY,collaborator,Novartis,Other
369,7594886,NCT04759053,OTHER,lead,Kafrelsheikh University,University
370,7594887,NCT04759053,OTHER,collaborator,Alexandria University,University
371,8041681,NCT03676348,OTHER,lead,Oslo University Hospital,Health care Institution
372,7663500,NCT01083186,INDUSTRY,lead,"AbbVie (prior sponsor, Abbott)",Other
373,7595376,NCT04752202,OTHER,lead,Medical University of Bialystok,University
374,7595898,NCT04745793,OTHER,lead,IHU Strasbourg,Other
375,7663525,NCT01083849,INDUSTRY,lead,"AbbVie (prior sponsor, Abbott)",Other
376,7595479,NCT04750460,OTHER,lead,"Saint Petersburg State University, Russia",University
377,8042298,NCT05178186,OTHER,lead,University of Cagliari,University
378,7596264,NCT04740502,OTHER,lead,University of Cagliari,University
379,7596777,NCT05314790,OTHER,lead,"Fadoi Foundation, Italy",Other
380,7596356,NCT04739566,OTHER,lead,"Saint Petersburg State University, Russia",University
381,7849849,NCT01273714,OTHER,lead,Jagiellonian University,University
382,7596753,NCT04734457,OTHER,lead,Ain Shams University,University
383,7597408,NCT04644315,INDUSTRY,lead,Hoffmann-La Roche,Other
384,7597371,NCT04701203,INDUSTRY,lead,Ascendis Pharma Bone Diseases A/S,Other
385,7663971,NCT01100723,OTHER,lead,"University of Colorado, Denver",University
386,7598606,NCT04730726,OTHER,lead,University Medical Center Groningen,Health care Institution
387,7598134,NCT03012620,OTHER,lead,UNICANCER,Other
388,7598135,NCT03012620,OTHER_GOV,collaborator,"National Cancer Institute, France",Government Agency
389,7598136,NCT03012620,OTHER,collaborator,"Ligue contre le cancer, France",Other
390,7598137,NCT03012620,INDUSTRY,collaborator,Merck Sharp & Dohme Corp.,Other
391,8043286,NCT04879355,OTHER,lead,Preben Homøe,Other
392,8043287,NCT04879355,OTHER,collaborator,Herlev Hospital,Health care Institution
393,8043288,NCT04879355,OTHER,collaborator,"Rigshospitalet, Denmark",Health care Institution
394,7597495,NCT04552769,OTHER,lead,Stanford University,University
395,7597513,NCT04514484,NIH,lead,National Cancer Institute (NCI),Government Agency
396,7597800,NCT03914300,NIH,lead,National Cancer Institute (NCI),Government Agency
397,7598246,NCT02152995,NIH,lead,National Cancer Institute (NCI),Government Agency
398,7598528,NCT04731740,OTHER,lead,"Saint Petersburg State University, Russia",University
399,7600129,NCT04712760,OTHER,lead,"Central Hospital, Nancy, France",Health care Institution
400,8043646,NCT02973997,OTHER,lead,Academic and Community Cancer Research United,Other
401,8043647,NCT02973997,NIH,collaborator,National Cancer Institute (NCI),Government Agency
402,8043661,NCT02878044,OTHER,lead,Mayo Clinic,Health care Institution
403,7722740,NCT00001394,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
404,8043724,NCT05240911,OTHER,lead,"Second Affiliated Hospital, School of Medicine, Zhejiang University",Health care Institution
405,7599933,NCT04714918,OTHER,lead,Limeng Chen,Other
406,7602402,NCT04686006,OTHER,lead,Kyushu University,University
407,7722977,NCT00001730,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
408,8045164,NCT05177939,INDUSTRY,lead,"Nihon Pharmaceutical Co., Ltd",Industry
409,8045395,NCT05022667,OTHER,lead,University of Michigan,University
410,8045396,NCT05022667,NIH,collaborator,National Cancer Institute (NCI),Government Agency
411,8045397,NCT05022667,OTHER,collaborator,Vanderbilt University,University
412,8045398,NCT05022641,OTHER,lead,University of Michigan,University
413,7601791,NCT04693936,OTHER,lead,University of Crete,University
414,7602004,NCT04690842,OTHER,lead,Hospital de Niños R. Gutierrez de Buenos Aires,Health care Institution
415,7664323,NCT01114503,INDUSTRY,lead,GlaxoSmithKline,Other
416,7600622,NCT04706962,INDUSTRY,lead,Theratechnologies,Other
417,7600623,NCT04706962,INDUSTRY,collaborator,PPD,Other
418,7600876,NCT04704414,OTHER,lead,University of Zurich,University
419,8045399,NCT05022641,NIH,collaborator,National Cancer Institute (NCI),Government Agency
420,8045400,NCT05022641,OTHER,collaborator,Vanderbilt University,University
421,8045665,NCT04684953,OTHER,lead,Assiut University,University
422,7606252,NCT04637360,OTHER,lead,Min-Sheng General Hospital,Health care Institution
423,8045741,NCT04610723,OTHER,lead,"University Hospital, Montpellier",Health care Institution
424,7604028,NCT04666103,OTHER,lead,Wuhan University,University
425,7604128,NCT04664413,OTHER,lead,University of Salerno,University
426,8046506,NCT03570021,OTHER,lead,"Gustave Roussy, Cancer Campus, Grand Paris",Health care Institution
427,7604593,NCT04658524,OTHER,lead,Rio de Janeiro State University,University
428,7605336,NCT04648722,OTHER,lead,Medical University of Vienna,University
429,8047437,NCT04971473,INDUSTRY,lead,"Suzhou Zelgen Biopharmaceuticals Co.,Ltd",Industry
430,8047438,NCT04964284,INDUSTRY,lead,"Suzhou Zelgen Biopharmaceuticals Co.,Ltd",Industry
431,7605492,NCT04647006,OTHER_GOV,lead,MUnlu,Other
432,7605493,NCT04647006,OTHER,collaborator,Sisli Hamidiye Etfal Training and Research Hospital,Health care Institution
433,7602809,NCT04680650,OTHER,lead,Affiliated Cancer Hospital & Institute of Guangzhou Medical University,Health care Institution
434,8045864,NCT04463719,OTHER,lead,University of Florida,University
435,8045865,NCT04463719,NIH,collaborator,National Cancer Institute (NCI),Government Agency
436,7603282,NCT04675710,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
437,7603546,NCT04671719,OTHER,lead,Hospices Civils de Lyon,Health care Institution
438,7604220,NCT04663451,OTHER,lead,Universitair Ziekenhuis Brussel,Health care Institution
439,8046969,NCT02422368,OTHER,lead,Iran University of Medical Sciences,University
440,8046976,NCT02393183,OTHER,lead,Iran University of Medical Sciences,University
441,8047227,NCT05189314,OTHER,lead,Columbia University,University
442,7606253,NCT04637360,OTHER,collaborator,Taipei Medical University Shuang Ho Hospital,Health care Institution
443,7606254,NCT04637360,OTHER,collaborator,Taipei Medical University,University
444,7606255,NCT04637360,OTHER,collaborator,En Chu Kong Hospital,Health care Institution
445,7606256,NCT04637360,OTHER,collaborator,National Taiwan University,University
446,7606257,NCT04637360,OTHER,collaborator,Taichung Tzu Chi Hospital,Health care Institution
447,8047837,NCT03375359,OTHER,lead,University Hospital Tuebingen,Health care Institution
448,8047842,NCT03309384,OTHER,lead,"Central Hospital, Nancy, France",Health care Institution
449,8094649,NCT03425747,OTHER,lead,Campus Bio-Medico University,University
450,7606605,NCT04632524,OTHER,lead,Fayoum University Hospital,Health care Institution
451,7665399,NCT03969329,INDUSTRY,lead,Amgen,Other
452,7607185,NCT04624477,OTHER,lead,"University Health Network, Toronto",University
453,7607186,NCT04624477,OTHER,collaborator,University of British Columbia,University
454,7607187,NCT04624477,OTHER,collaborator,University of Calgary,University
455,7607188,NCT04624477,OTHER,collaborator,Lawson Health Research Institute,Other
456,7607189,NCT04624477,OTHER,collaborator,Ottawa Hospital Research Institute,Health care Institution
457,7607190,NCT04624477,OTHER,collaborator,McMaster University,University
458,7607191,NCT04624477,OTHER,collaborator,CHU de Quebec-Universite Laval,Health care Institution
459,7607192,NCT04624477,OTHER,collaborator,Centre hospitalier de l'Université de Montréal (CHUM),Health care Institution
460,7607193,NCT04624477,OTHER,collaborator,Dalhousie University,University
461,7607194,NCT04624477,OTHER_GOV,collaborator,Canadian Institutes of Health Research (CIHR),Other
462,7607195,NCT04624477,OTHER,collaborator,Canadian Cancer Society (CCS),Other
463,8048091,NCT05186883,OTHER_GOV,lead,Institute of Biophysics and Cell Engineering of National Academy of Sciences of Belarus,Other
464,8048092,NCT05186883,OTHER,collaborator,Belarusian State Medical University,University
465,7608000,NCT04614389,OTHER,lead,University of Southern California,University
466,7607654,NCT04619316,OTHER,lead,"University Hospital, Essen",Health care Institution
467,8048080,NCT05189821,OTHER,lead,Columbia University,University
468,8048081,NCT05189808,OTHER,lead,Columbia University,University
469,8048322,NCT04471597,OTHER_GOV,lead,Zagazig University,University
470,7608001,NCT04614389,INDUSTRY,collaborator,Siemens Medical Solutions USA - CSG,Other
471,7608123,NCT04612894,OTHER,lead,Fudan University,University
472,7607937,NCT04615988,OTHER,lead,Icahn School of Medicine at Mount Sinai,Other
473,7608126,NCT04613323,OTHER,lead,Centro Diagnostico Priamar,Other
474,7608505,NCT04608253,OTHER,lead,University Medical Center Groningen,Health care Institution
475,7665748,NCT00849888,INDUSTRY,lead,Enzyvant Therapeutics GmBH,Other
476,8048735,NCT05191927,OTHER,lead,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,Health care Institution
477,8048736,NCT05191927,OTHER,collaborator,The First Affiliated Hospital of Zhengzhou University,Health care Institution
478,7665749,NCT00849888,NIH,collaborator,National Institutes of Health (NIH),Government Agency
479,7665750,NCT00849888,NIH,collaborator,National Institute of Allergy and Infectious Diseases (NIAID),Government Agency
480,7665751,NCT00849888,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Government Agency
481,7609065,NCT04601298,OTHER,lead,Shanghai 10th People's Hospital,Health care Institution
482,7665778,NCT01126060,OTHER,lead,Samsung Medical Center,Health care Institution
483,7665985,NCT01134315,INDUSTRY,lead,"AbbVie (prior sponsor, Abbott)",Other
484,7609629,NCT04594720,OTHER,lead,Chang Gung Memorial Hospital,Health care Institution
485,7609128,NCT04600349,OTHER,lead,University of Bucharest,University
486,7674169,NCT01455181,INDUSTRY,lead,Shire,Other
487,8048999,NCT04467021,NETWORK,lead,ECOG-ACRIN Cancer Research Group,Other
488,8049000,NCT04467021,NIH,collaborator,National Cancer Institute (NCI),Government Agency
489,7665986,NCT01134315,UNKNOWN,collaborator,North America Pediatric Renal Trials and Collaborative Studies (NAPRTCS),Other
490,7665991,NCT01134549,INDUSTRY,lead,KAI Pharmaceuticals,Other
491,7665992,NCT01134549,OTHER,collaborator,Nucleus Network Ltd,Other
492,7665993,NCT01134562,INDUSTRY,lead,KAI Pharmaceuticals,Other
493,7666080,NCT01138475,OTHER,lead,"Kerstyn C. Zalesin, M.D.",Other
494,7609977,NCT04589884,OTHER,lead,IHU Strasbourg,Other
495,7609978,NCT04589884,OTHER,collaborator,ARC Foundation for Cancer Research,Other
496,7610418,NCT04585126,OTHER,collaborator,Centre Francois Baclesse,Health care Institution
497,7666081,NCT01138475,INDUSTRY,collaborator,Abbott,Other
498,7610417,NCT04585126,OTHER,lead,"University Hospital, Caen",Health care Institution
499,7611307,NCT04574258,OTHER,lead,Chinese PLA General Hospital,Health care Institution
500,7610795,NCT04580199,OTHER,lead,Mahmoud Fahd,Other
501,7611239,NCT04574947,OTHER,lead,"Saint Petersburg State University, Russia",University
502,7611253,NCT04574817,INDUSTRY,lead,Taizhou Hanzhong biomedical co. LTD,Industry
503,7610983,NCT04577664,OTHER,lead,Assiut University,University
504,7612026,NCT04563780,OTHER,lead,Assiut University,University
505,7611639,NCT04569513,OTHER,lead,National Taiwan University Hospital,Health care Institution
506,7611946,NCT04564924,OTHER,lead,Tongji Hospital,Health care Institution
507,8049741,NCT05132478,OTHER,lead,"University of Wisconsin, Madison",University
508,8049742,NCT05132478,NIH,collaborator,National Cancer Institute (NCI),Government Agency
509,8049743,NCT05132478,OTHER,collaborator,University of Michigan,University
510,8049919,NCT04856488,OTHER,lead,Jan Calissendorff,Other
511,7611590,NCT04570033,OTHER,lead,"Military Institute of Medicine, Poland",Other
512,7611591,NCT04570033,OTHER,collaborator,Medical University of Warsaw,University
513,8051675,NCT02731352,OTHER,lead,Peking Union Medical College Hospital,Health care Institution
514,7612684,NCT04554680,OTHER,lead,"National University Hospital, Singapore",Health care Institution
515,7850454,NCT01280214,OTHER,lead,"HaEmek Medical Center, Israel",Health care Institution
516,7612685,NCT04554680,OTHER,collaborator,Singapore General Hospital,Health care Institution
517,7612962,NCT04551170,OTHER,lead,Vanderbilt University Medical Center,Health care Institution
518,7613239,NCT04548284,OTHER,lead,Sun Yat-sen University,University
519,8051354,NCT04560127,OTHER,lead,Peking Union Medical College Hospital,Health care Institution
520,7615023,NCT04447183,INDUSTRY,lead,"Suzhou Zelgen Biopharmaceuticals Co.,Ltd",Industry
521,7612284,NCT04560426,OTHER,lead,Fudan University,University
522,7850461,NCT01280292,OTHER_GOV,lead,Sheba Medical Center,Health care Institution
523,8051022,NCT05199103,OTHER,lead,Medical University of Silesia,University
524,8051230,NCT05007093,OTHER,lead,Yansong Lin,Other
525,7675074,NCT01496313,INDUSTRY,lead,"Genzyme, a Sanofi Company",Other
526,8051597,NCT03440697,OTHER,lead,Indiana University,University
527,7666947,NCT01171690,OTHER,lead,Mayo Clinic,Health care Institution
528,7614768,NCT04528225,OTHER,lead,Chinese Academy of Medical Sciences,Other
529,7667228,NCT01181531,INDUSTRY,lead,Amgen,Other
530,8051754,NCT01552434,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
531,8051755,NCT01552434,NIH,collaborator,National Cancer Institute (NCI),Government Agency
532,7615808,NCT04450472,OTHER,lead,"Jinling Hospital, China",Health care Institution
533,8051782,NCT00169806,OTHER,lead,Indiana Kidney Stone Institute,Other
534,8051783,NCT00169806,OTHER,collaborator,Indiana University School of Medicine,University
535,8051784,NCT00169806,OTHER,collaborator,University of Chicago,University
536,7615507,NCT04495985,OTHER,lead,The Cleveland Clinic,Other
537,8052092,NCT04682340,OTHER,lead,Jagiellonian University,University
538,7667244,NCT01182285,NIH,lead,National Cancer Institute (NCI),Government Agency
539,8051925,NCT05180214,OTHER,lead,Sohag University,University
540,8052028,NCT04922801,OTHER,lead,King's College London,Other
