,PMID,Chemical
513,12518252,radiopharmaceuticals)
513,12518252,thyroid hormones)
513,12518252,thyroglobulin)
513,12518252,sodium pertechnetate tc 99m)
514,12110776,thyroid hormones)
518,12593725,activin a)
518,12593725,triiodothyronine)
518,12593725,activins)
518,12593725,inhibin-beta subunits)
519,12192548,antithyroid agents)
519,12192548,iodine radioisotopes)
519,12192548,radiopharmaceuticals)
519,12192548,thyrotropin)
519,12192548,iodine)
520,11980615,"sodium chloride, dietary)"
520,11980615,iodized salt)
520,11980615,iodine)
522,11851085,gonadal steroid hormones)
522,11851085,sex hormone-binding globulin)
522,11851085,thyroid hormones)
524,14756065,biomarkers)
524,14756065,iodine)
525,11952039,cytokines)
528,12919159,endothelin-1)
528,12919159,"rna, messenger)"
528,12919159,"receptors, endothelin)"
529,12045444,"antibodies, monoclonal)"
529,12045444,carcinoembryonic antigen)
529,12045444,contrast media)
529,12045444,organotechnetium compounds)
529,12045444,technetium tc-99m arcitumomab)
531,11952037,autoantibodies)
531,11952037,biomarkers)
531,11952037,eye proteins)
531,11952037,"g2s protein, human)"
531,11952037,membrane proteins)
531,11952037,succinate dehydrogenase)
532,11887748,"iron, dietary)"
532,11887748,"sodium chloride, dietary)"
532,11887748,iodized salt)
532,11887748,iodized oil)
532,11887748,iodine)
532,11887748,iron)
533,12035941,iodine)
534,12466344,"anti-infective agents, local)"
534,12466344,iodine)
534,12466344,thyroxine)
536,14654350,autoantibodies)
536,14654350,epitopes)
536,14654350,"receptors, thyrotropin)"
538,12820929,"sodium chloride, dietary)"
538,12820929,iodized salt)
538,12820929,iodine)
540,12408075,carrier proteins)
540,12408075,membrane transport proteins)
540,12408075,"slc26a4 protein, human)"
540,12408075,sulfate transporters)
542,12476614,endothelial growth factors)
542,12476614,intercellular signaling peptides and proteins)
542,12476614,lymphokines)
542,12476614,vascular endothelial growth factor a)
542,12476614,vascular endothelial growth factors)
547,12838901,antithyroid agents)
547,12838901,thyroid hormones)
548,12487171,"antineoplastic agents, phytogenic)"
548,12487171,sizofiran)
554,14671007,autoantigens)
554,14671007,glycosaminoglycans)
554,14671007,"receptors, thyrotropin)"
555,11939758,diuretics)
555,11939758,iodine radioisotopes)
555,11939758,thyrotropin)
555,11939758,thyroxine)
555,11939758,prednisone)
556,12618337,"biomarkers, tumor)"
556,12618337,dna primers)
556,12618337,dna-binding proteins)
556,12618337,"rna, messenger)"
556,12618337,"rna, neoplasm)"
556,12618337,telomerase rna)
556,12618337,rna)
556,12618337,telomerase)
557,14503045,"immunoglobulins, thyroid-stimulating)"
557,14503045,thyroxine)
558,12215555,iodine radioisotopes)
558,12215555,radiopharmaceuticals)
558,12215555,technetium tc 99m sestamibi)
558,12215555,sodium iodide)
559,14588237,radiopharmaceuticals)
559,14588237,vitamin d)
559,14588237,technetium tc 99m hydroxymethylene diphosphonate)
559,14588237,calcium)
559,14588237,technetium tc 99m medronate)
560,12660642,radiopharmaceuticals)
560,12660642,fluorodeoxyglucose f18)
562,14611710,antithyroid agents)
562,14611710,iodine radioisotopes)
562,14611710,atenolol)
562,14611710,methimazole)
567,12544139,radiopharmaceuticals)
567,12544139,fluorodeoxyglucose f18)
569,14595244,thyrotropin)
572,12727937,"receptors, thyrotropin)"
573,12529162,antithyroid agents)
573,12529162,iodine radioisotopes)
576,12646095,iodine radioisotopes)
577,12641621,antithyroid agents)
577,12641621,"immunoglobulins, thyroid-stimulating)"
577,12641621,thyroid stimulation-blocking antibody)
577,12641621,methimazole)
577,12641621,thyroglobulin)
577,12641621,thyroxine)
578,12587221,"sodium chloride, dietary)"
578,12587221,iodized salt)
578,12587221,iodized oil)
578,12587221,iodine)
579,12029549,iodine radioisotopes)
579,12029549,radiopharmaceuticals)
581,12519830,2-chloro-5-nitrobenzanilide)
581,12519830,anilides)
581,12519830,hypoglycemic agents)
581,12519830,"rna, messenger)"
581,12519830,"receptors, cytoplasmic and nuclear)"
581,12519830,thiazoles)
581,12519830,thiazolidinediones)
581,12519830,transcription factors)
581,12519830,pioglitazone)
585,12640074,autoantibodies)
586,14586273,adrenal cortex hormones)
587,14574976,ophthalmic solutions)
590,12124238,gadolinium)
591,11806400,anti-inflammatory agents)
591,11806400,prednisolone)
592,14611711,antithyroid agents)
592,14611711,iodine radioisotopes)
592,14611711,radiopharmaceuticals)
592,14611711,"receptors, thyrotropin)"
592,14611711,technetium)
592,14611711,carbimazole)
594,12687928,anti-inflammatory agents)
594,12687928,intercellular adhesion molecule-1)
594,12687928,methylprednisolone)
595,14631894,organotechnetium compounds)
595,14631894,radiopharmaceuticals)
595,14631894,somatostatin)
595,14631894,technetium tc 99m depreotide)
595,14631894,technetium tc 99m pentetate)
596,12030606,blood coagulation factors)
596,12030606,lipids)
596,12030606,thyrotropin)
597,12050220,antibodies)
597,12050220,antithyroid agents)
597,12050220,"receptors, thyrotropin)"
598,16619748,"sodium chloride, dietary)"
598,16619748,iodized salt)
598,16619748,iodine)
600,12553556,autoantibodies)
600,12553556,activin a)
600,12553556,activins)
600,12553556,methimazole)
600,12553556,follicle stimulating hormone)
600,12553556,thyrotropin)
600,12553556,inhibin-beta subunits)
600,12553556,thyroxine)
601,12534318,iodine radioisotopes)
601,12534318,protein isoforms)
601,12534318,protein subunits)
601,12534318,recombinant proteins)
601,12534318,thyrotropin)
604,11952042,cytokines)
605,12357047,antithyroid agents)
605,12357047,autoantibodies)
605,12357047,integrin alpha4beta1)
605,12357047,lymphocyte function-associated antigen-1)
605,12357047,thyroid hormones)
605,12357047,methimazole)
612,12389699,"biomarkers, tumor)"
612,12389699,calcitonin)
613,12532043,"antibodies, antiphospholipid)"
615,15314993,antithyroid agents)
615,15314993,autoantibodies)
615,15314993,biomarkers)
615,15314993,"immunoglobulins, thyroid-stimulating)"
615,15314993,iodine radioisotopes)
615,15314993,"receptors, thyrotropin)"
615,15314993,thyrotropin-binding inhibitory immunoglobulin)
615,15314993,methimazole)
616,14757966,free radical scavengers)
616,14757966,niacinamide)
616,14757966,pentoxifylline)
620,14588098,"rna, messenger)"
620,14588098,"receptors, cytoplasmic and nuclear)"
620,14588098,transcription factors)
622,15314994,antithyroid agents)
622,15314994,autoantibodies)
622,15314994,biomarkers)
622,15314994,"immunoglobulins, thyroid-stimulating)"
622,15314994,iodine radioisotopes)
622,15314994,"receptors, thyrotropin)"
622,15314994,thyrotropin-binding inhibitory immunoglobulin)
622,15314994,methimazole)
623,11999703,antioxidants)
623,11999703,thyroid hormones)
623,11999703,dna)
623,11999703,iodine)
623,11999703,catalase)
623,11999703,glutathione peroxidase)
623,11999703,superoxide dismutase)
623,11999703,selenium)
623,11999703,oxygen)
624,12560781,"sodium chloride, dietary)"
624,12560781,iodized salt)
624,12560781,iodine)
626,12813025,"antibodies, blocking)"
626,12813025,autoantibodies)
626,12813025,autoantigens)
626,12813025,protein subunits)
626,12813025,"receptors, thyrotropin)"
627,12614743,glucocorticoids)
627,12614743,methylprednisolone)
628,12522939,autoantibodies)
630,14682468,cytokines)
631,12917100,anti-inflammatory agents)
631,12917100,cortisone)
633,12964971,iodine radioisotopes)
635,12411845,antithyroid agents)
635,12411845,iodine radioisotopes)
635,12411845,methimazole)
635,12411845,prednisolone)
636,12161479,thyroid hormones)
639,12441836,glucocorticoids)
643,15055712,iodine radioisotopes)
644,12687752,carbimazole)
645,12464787,radiopharmaceuticals)
645,12464787,indium-111-octreotide)
645,12464787,octreotide)
645,12464787,technetium tc 99m pentetate)
646,12611611,antioxidants)
646,12611611,beta carotene)
646,12611611,vitamin e)
646,12611611,selenium)
646,12611611,ascorbic acid)
648,12425892,radiopharmaceuticals)
648,12425892,sodium pertechnetate tc 99m)
649,11932304,carrier proteins)
649,11932304,membrane transport proteins)
649,11932304,"rna, messenger)"
649,11932304,"slc26a4 protein, human)"
649,11932304,sulfate transporters)
649,11932304,symporters)
649,11932304,sodium-iodide symporter)
653,12587224,"sodium chloride, dietary)"
653,12587224,iodized salt)
653,12587224,iodine)
654,12761360,antithyroid agents)
654,12761360,cd56 antigen)
654,12761360,"receptors, antigen, t-cell, gamma-delta)"
654,12761360,"receptors, igg)"
654,12761360,methimazole)
655,11956624,telomerase)
656,12930595,autoantibodies)
656,12930595,"receptors, thyrotropin)"
657,12518250,"dna, complementary)"
657,12518250,rna primers)
657,12518250,"rna, messenger)"
657,12518250,symporters)
657,12518250,sodium-iodide symporter)
657,12518250,rna)
657,12518250,thyrotropin)
661,12519839,antithyroid agents)
661,12519839,epitopes)
661,12519839,immunoglobulin g)
661,12519839,"immunoglobulins, thyroid-stimulating)"
661,12519839,"receptors, lh)"
661,12519839,"receptors, thyrotropin)"
662,14704818,immunosuppressive agents)
662,14704818,radiopharmaceuticals)
662,14704818,indium-111-octreotide)
662,14704818,octreotide)
664,14671218,iodine radioisotopes)
665,12189117,proteasome endopeptidase complex)
667,15233224,immunologic factors)
667,15233224,somatostatin)
667,15233224,octreotide)
668,12225644,antiviral agents)
668,12225644,interferon-alpha)
671,11980136,parathyroid hormone)
671,11980136,thyroid hormones)
671,11980136,osteocalcin)
671,11980136,phosphorus)
671,11980136,calcitonin)
671,11980136,alkaline phosphatase)
671,11980136,hydroxyproline)
671,11980136,calcium)
672,14752933,"antigens, cd)"
672,14752933,"antigens, differentiation)"
672,14752933,ctla-4 antigen)
672,14752933,"ctla4 protein, human)"
672,14752933,"ctla4 protein, mouse)"
672,14752933,"receptors, thyrotropin)"
673,14709836,antithyroid agents)
673,14709836,autoantibodies)
673,14709836,"immunoglobulins, thyroid-stimulating)"
673,14709836,"receptors, thyrotropin)"
673,14709836,thyrotropin-binding inhibitory immunoglobulin)
674,12914401,antithyroid agents)
674,12914401,thyroxine)
675,12098810,antithyroid agents)
675,12098810,methimazole)
675,12098810,thyroxine)
676,12224697,adrenal cortex hormones)
676,12224697,methimazole)
678,12645386,adrenergic beta-antagonists)
678,12645386,anticoagulants)
678,12645386,warfarin)
678,12645386,potassium)
679,12173918,iodine radioisotopes)
680,12126525,glucocorticoids)
680,12126525,methimazole)
680,12126525,thyrotropin)
680,12126525,prednisone)
681,12629070,iodine radioisotopes)
682,12924496,autoantibodies)
682,12924496,"immunoglobulins, thyroid-stimulating)"
682,12924496,iodine radioisotopes)
682,12924496,"receptors, thyrotropin)"
683,12625406,antithyroid agents)
683,12625406,methimazole)
684,12550020,anticoagulants)
684,12550020,antithyroid agents)
684,12550020,cardiotonic agents)
684,12550020,digitalis glycosides)
684,12550020,warfarin)
685,12133491,immune sera)
685,12133491,"immunoglobulins, thyroid-stimulating)"
687,11910320,leukocyte common antigens)
688,12800544,adrenergic beta-antagonists)
688,12800544,antithyroid agents)
688,12800544,propylthiouracil)
688,12800544,iodine)
688,12800544,propranolol)
688,12800544,iopanoic acid)
689,14530465,organotechnetium compounds)
689,14530465,"peptides, cyclic)"
689,14530465,radiopharmaceuticals)
689,14530465,"receptors, somatostatin)"
689,14530465,p 829)
690,14709834,amino acids)
690,14709834,biomarkers)
690,14709834,thyroid hormones)
690,14709834,deoxypyridinoline)
690,14709834,calcium)
693,12921687,iodides)
695,12374459,triiodothyronine)
695,12374459,thyroxine)
696,14740552,"il1rn protein, human)"
696,14740552,interleukin 1 receptor antagonist protein)
696,14740552,interleukin-1)
696,14740552,sialoglycoproteins)
696,14740552,hyaluronic acid)
697,12707630,hla antigens)
699,12045064,neuromuscular agents)
699,12045064,"botulinum toxins, type a)"
700,14646686,"prostaglandins f, synthetic)"
700,14646686,latanoprost)
700,14646686,levobunolol)
701,14506458,potassium)
702,21189578,4-chloromercuribenzenesulfonate)
702,21189578,iodine)
702,21189578,hydrogen peroxide)
702,21189578,nadph-ferrihemoprotein reductase)
703,12677487,adrenal cortex hormones)
704,12593727,cd40 antigens)
713,12192554,iodine radioisotopes)
713,12192554,thyrotropin)
714,14737725,autoantibodies)
714,14737725,"immunoglobulins, thyroid-stimulating)"
714,14737725,iodine radioisotopes)
714,14737725,radiopharmaceuticals)
714,14737725,"receptors, thyrotropin)"
714,14737725,recombinant proteins)
714,14737725,thyrotropin-binding inhibitory immunoglobulin)
715,12970294,anti-inflammatory agents)
715,12970294,cytokines)
715,12970294,dna primers)
715,12970294,fluorescent dyes)
715,12970294,"rna, messenger)"
715,12970294,prednisone)
716,12707631,antithyroid agents)
716,12707631,autoantibodies)
716,12707631,"immunoglobulins, thyroid-stimulating)"
716,12707631,iodine radioisotopes)
716,12707631,"receptors, thyrotropin)"
716,12707631,thyrotropin-binding inhibitory immunoglobulin)
719,11952047,anti-inflammatory agents)
719,11952047,immunosuppressive agents)
719,11952047,steroids)
720,12192545,adrenal cortex hormones)
720,12192545,antithyroid agents)
720,12192545,iodine radioisotopes)
720,12192545,radiopharmaceuticals)
721,12060828,enzyme inhibitors)
721,12060828,isoflavones)
721,12060828,"receptors, estrogen)"
721,12060828,soybean proteins)
721,12060828,genistein)
721,12060828,iodide peroxidase)
723,12953167,iodine radioisotopes)
724,15062579,immunoglobulin g)
724,15062579,symporters)
724,15062579,sodium-iodide symporter)
724,15062579,thyrotropin)
725,12689659,adrenal cortex hormones)
725,12689659,"immunoglobulins, thyroid-stimulating)"
725,12689659,immunosuppressive agents)
725,12689659,interleukin-18)
725,12689659,transforming growth factor beta)
725,12689659,prednisone)
725,12689659,methylprednisolone)
726,12201217,antibodies)
726,12201217,"antibodies, antineutrophil cytoplasmic)"
726,12201217,antithyroid agents)
726,12201217,methimazole)
726,12201217,propylthiouracil)
726,12201217,peroxidase)
727,12114310,"faslg protein, human)"
727,12114310,fas ligand protein)
727,12114310,membrane glycoproteins)
727,12114310,proto-oncogene proteins c-bcl-2)
727,12114310,fas receptor)
728,12097194,iodine radioisotopes)
728,12097194,proteins)
728,12097194,thyroglobulin)
728,12097194,thyroxine)
729,12476893,anti-inflammatory agents)
729,12476893,interleukin-6)
729,12476893,"receptors, interleukin-6)"
729,12476893,prednisone)
729,12476893,methylprednisolone)
730,12593726,antithyroid agents)
730,12593726,autoantibodies)
730,12593726,"immunoglobulins, thyroid-stimulating)"
730,12593726,iodides)
730,12593726,"receptors, thyrotropin)"
730,12593726,thyroid hormones)
730,12593726,thyrotropin-binding inhibitory immunoglobulin)
730,12593726,thyrotropin)
730,12593726,thyroxine)
731,11925523,antipsychotic agents)
734,11836297,"rna, messenger)"
734,11836297,thyroglobulin)
736,12592140,radiopharmaceuticals)
736,12592140,technetium tc 99m sestamibi)
736,12592140,sodium pertechnetate tc 99m)
737,11893377,aspartate aminotransferases)
737,11893377,alanine transaminase)
738,12096866,iodine radioisotopes)
739,11838735,adrenergic beta-antagonists)
739,11838735,antithyroid agents)
739,11838735,carbimazole)
739,11838735,propranolol)
740,12804100,antithyroid agents)
740,12804100,autoantibodies)
740,12804100,immunoglobulin g)
740,12804100,"receptors, thyrotropin)"
742,12746216,carcinogens)
742,12746216,iodides)
742,12746216,mitogens)
742,12746216,"rna, messenger)"
742,12746216,"receptors, fibroblast growth factor)"
742,12746216,fibroblast growth factor 2)
742,12746216,thyrotropin)
742,12746216,"fgfr1 protein, human)"
742,12746216,receptor protein-tyrosine kinases)
742,12746216,"receptor, fibroblast growth factor, type 1)"
742,12746216,protein kinase c)
742,12746216,tetradecanoylphorbol acetate)
747,15513451,steroids)
749,14583975,antithyroid agents)
749,14583975,thyroxine)
751,14723259,antibodies)
751,14723259,"antibodies, antinuclear)"
751,14723259,glucocorticoids)
751,14723259,hydroxychloroquine)
751,14723259,methimazole)
751,14723259,dna)
751,14723259,prednisolone)
751,14723259,thyroxine)
752,12727967,"antibodies, antineutrophil cytoplasmic)"
752,12727967,antimicrobial cationic peptides)
752,12727967,antithyroid agents)
752,12727967,blood proteins)
752,12727967,iodine radioisotopes)
752,12727967,membrane proteins)
752,12727967,bactericidal permeability increasing protein)
752,12727967,methimazole)
752,12727967,peroxidase)
752,12727967,ec 3.4.21.
752,12727967,myeloblastin)
753,12695788,"immunoglobulins, thyroid-stimulating)"
753,12695788,iodine radioisotopes)
753,12695788,triiodothyronine)
753,12695788,thyrotropin)
753,12695788,thyroxine)
754,12601319,anti-inflammatory agents)
754,12601319,prednisone)
755,12414422,"immunoglobulins, thyroid-stimulating)"
755,12414422,triiodothyronine)
