,PMID,Other_terms
14863,32691849,*eye diseases
14864,32691849,*geographical locations
14865,32691849,*meta-analysis
14866,32691849,*prevalence
14867,32691849,*thyroid diseases
14868,33617351,dna methylation
14869,33617351,graves' disease
14870,33617351,bioinformatic analysis
14871,33617351,genome-wide
14872,33146848,application test
14873,33146848,artificial intelligence
14874,33146848,clinical trials
14875,33146848,thyroid-associated ophthalmopathy
14876,34774035,extraocular muscle
14877,34774035,magnetic resonance imaging
14878,34774035,short-tau inversion recovery
14879,34774035,thyroid-associated ophthalmopathy cois
14880,33658136,graves’ ophthalmopathy
14881,33658136,diffusion magnetic resonance imaging
14882,33658136,extraocular muscles
14883,33658136,magnetic resonance imaging
14884,33593429,*graves’ disease
14885,33593429,*graves’ orbitopathy
14886,33593429,*gut microbiota
14887,33593429,*human fecal microbiota transplant
14888,33593429,*microbiome modulation
14889,33593429,*murine model
14890,33593429,*probiotics
14891,33593429,*vancomycin cois other collaborative projects with cultech ltd. the other authors declare that they have no competing interests.
14892,33675208,graves’ disease
14893,33675208,antithyroid treatment
14894,33675208,pediatric thyroidology
14895,33675208,thyroidectomy
14896,33675208,thyrotoxicosis
14898,32034469,endocrine orbitopathy
14899,32034469,epidemiology
14900,32034469,graves’ disease
14901,32034469,healthcare research
14902,32034469,interdisciplinary orbit center
14903,34497059,endocrine system
14904,34497059,respiratory system
14905,34497059,thyroid disease cois
14906,32924380,graves’ disease
14907,32924380,graves’ orbitopathy
14908,32924380,children
14909,32924380,hepatic dysfunction
14910,32924380,lymphocyte subsets
14911,34647611,complications
14912,34647611,hypoparathyroidism
14913,34647611,nodular goitre
14914,34647611,surgical treatment
14915,34647611,thyroid cancer
14916,34518175,genetics
14917,34518175,hyperthyroidism
14918,34518175,thyroid disease cois
14920,34725068,general practice / family medicine
14921,34725068,otolaryngology / ent
14922,34725068,thyroid disease
14923,34725068,thyrotoxicosis cois
14925,34448404,airway obstruction
14926,34448404,asthma
14927,34448404,goitre
14928,34448404,pre-eclampsia
14929,34448404,pregnancy
14930,33779950,hypocalcemia
14931,33779950,intrathoracic goiter
14932,33779950,morbidity
14933,33779950,nerve paralysis
14934,33779950,sternotomy
14935,33779950,surgery
14936,33779950,thyroid cois
14937,32727336,graves’ disease
14938,32727336,thyrotoxicosis
14939,32727336,anti-thyroid therapy
14940,32727336,arrhythmia
14941,32727336,electrocardiogram
14942,32727336,hyperthyroidism
14943,32705333,alopecia areata
14944,32705333,cohort study
14945,32705333,epidemiology
14946,32705333,taiwan’s national health insurance research database
14947,32705333,thyroid disease
14949,33481211,graves’ disease
14950,33481211,gut microbiota
14951,33481211,lactobacillus
14952,33481211,ruminococcus
14953,33481211,trab
14955,33169897,goiter
14956,33169897,imaging mass spectrometry
14957,33169897,obesity
14958,33169897,thyroglobulin
14959,33169897,thyroid disease
14960,33169897,thyroid tissue
14961,33926416,baff
14962,33926416,br3
14963,33926416,graves’ disease
14964,33926416,hashimoto’s thyroiditis
14965,33926416,taci cois
14967,32203974,*antibodies
14968,32203974,*autoimmune diseases
14969,32203974,*drug therapy
14970,32203974,*hyperthyroidism
14971,32203974,*hypothyroidism
14972,32203974,*placenta
14973,32203974,*research laboratories
14974,32203974,*therapeutic drug monitoring
14975,32203974,*thyroid
14976,32203974,*thyroid-stimulating hormone
14978,33563685,anxiety disorders (including ocd and ptsd)
14979,33563685,endocrinology
14980,33563685,psychiatry
14981,33563685,psychotic disorders (incl schizophrenia)
14982,33563685,thyroid disease cois
14983,33966669,*endemic goitre
14984,33966669,*iodine deficiency disorders
14985,33966669,*salt iodine content
14986,33966669,*total goitre rate
14987,33966669,*ultrasonography
14988,33966669,*universal salt iodisation
14989,33966669,*urinary iodine concentration
14990,32875953,thyroid stimulating hormone
14991,32875953,hyperthyroidism
14992,32875953,thyroid uptake and scan
14995,32705522,glucocorticoids
14996,32705522,graves’ orbithopathy
14997,32705522,radiotherapy
15000,33106982,extracellular matrix
15001,33106982,fbln1 gene
15002,33106982,fibulin-1
15003,33106982,multinodular goiter
15004,33106982,papillary thyroid cancer
15006,34418335,graves’ disease
15007,34418335,hypothyroidism
15008,34418335,radioiodine therapy
15009,34418335,thyroid peroxidase antibody (tpoab)
15010,34418335,thyrotropin receptor antibody (trab)
15011,34194397,*graves’ disease
15012,34194397,*antithyroid drugs
15013,34194397,*children
15014,34194397,*hyperthyroidism
15015,34194397,*remission cois commercial or financial relationships that could be construed as a potential conflict of interest.
15016,34689799,fine-needle aspiration
15017,34689799,midkine
15018,34689799,multinodular goiter
15019,34689799,thyroid cancer
15020,34689799,thyroid nodule cois
15021,34521015,epid dosimetry
15022,34521015,machine learning
15023,34521015,multifactorial error sources
15024,34521015,positioning error detection
15025,34521015,radiomics analysis
15026,34448415,fine-needle cytology
15027,34448415,goitre
15028,34448415,thyroid cancer
15029,34448415,thyroid nodules
15030,34448415,thyroidectomy
15031,34893568,*endocrine
15032,34893568,*exophthalmos
15033,34893568,*goiter
15034,34893568,*selfie
15035,34893568,*thyroid
15036,34893568,*thyroidectomy cois
15037,33128357,*c cell hyperplasia
15038,33128357,*medullary thyroid cancer
15039,33128357,*calcitonin
15040,33128357,*pentagastrin
15041,33128357,*cut-off cois
15042,34019179,cd73
15043,34019179,immunohistochemistry
15044,34019179,papillary thyroid carcinoma
15045,34019179,thyroid adenoma
15046,34019179,thyroid carcinoma cois
15048,34782518,goitre
15049,34782518,intrathoracic
15050,34782518,retrosternal
15051,34782518,sternotomy cois
15053,33193994,grave’s disease
15054,33193994,hyperthyroidism
15055,33193994,radioactive iodine disease cois
15056,33619717,genetic
15057,33619717,mutation
15058,33619717,thyroid disease
15059,34560890,graves’ disease
15060,34560890,r282s
15061,34560890,resistance to thyroid hormone
15062,34560890,syndrome of inappropriate secretion of tsh
15063,34560890,thyroid hormone receptor β cois
15065,33474918,bony orbital decompression
15066,33474918,dysthyroid optic neuropathy
15067,33474918,endoscopic orbital decompression
15068,33474918,surgical treatment
15069,33474918,thyroid eye disease
15072,33345558,body composition
15073,33345558,hypocalcemia
15074,33345558,hypoparathyroidism
15075,33345558,thyroid
15076,33345558,total thyroidectomy
15077,34331946,diagnostic efficacy
15078,34331946,graves’ disease
15079,34331946,methimazole
15080,34331946,responsiveness
15081,34331946,thyroid-stimulating immunoglobulin
15082,32449092,16s rrna gene
15083,32449092,graves’ disease
15084,32449092,graves’ orbitopathy
15085,32449092,gut microbiota
15086,32449092,metabolic functions
15088,32057544,goiter size
15089,32057544,graves' disease
15090,32057544,outcome
15091,32057544,radioiodine therapy cois declare.
15092,34552563,*dicer1 mutation
15093,34552563,*dicer1 syndrome
15094,34552563,*goiter
15095,34552563,*goitre
15096,34552563,*hereditary cancer
15097,34552563,*thyroidectomy cois commercial or financial relationships that could be construed as a potential conflict of interest. the reviewer kt declared a past collaboration with one of the authors kw to the handling editor.
15098,33528651,european group on graves’ orbitopathy
15099,33528651,graves’ orbitopathy
15100,33528651,quality of life
15101,33528651,thyroid eye disease
15103,32847889,ophthalmology
15104,32847889,pathology cois
15105,33346898,autoimmunity
15106,33346898,goiter
15107,33346898,graves’ disease
15108,33346898,graves’ orbitopathy
15109,33346898,hyperthyroidism cois
15110,31980413,*adolescents
15111,31980413,*antithyroid drugs
15112,31980413,*children
15113,31980413,*graves disease cois
15116,34630829,ectopic thyroid tissue
15117,34630829,case report
15118,34630829,submandibular mass
15119,34630829,thyroid goiter cois
15120,33026541,hyperthyroidism
15121,33026541,hypothyroidism
15122,33026541,iodine
15123,33026541,spa
15124,33026541,thyroid gland
15126,31982255,auto-immunité
15127,31982255,autoimmunity
15128,31982255,chest pain
15129,31982255,douleur thoracique
15130,31982255,graves’ disease
15131,31982255,maladie de basedow
15132,31982255,myocardite
15133,31982255,myocarditis
15136,34256242,graves' disease
15137,34256242,graves' orbitopathy
15138,34256242,interleukin 17
15139,34256242,interleukin 23
15140,34256242,thyrotropin receptor cois
15141,34823306,*aggression
15142,34823306,*graves disease
15143,34823306,*prevalence
15144,34823306,*prognosis
15145,34823306,*thyroid neoplasms cois was reported.
15146,34164724,deep lateral orbital wall decompression
15147,34164724,extraocular muscle expansion
15148,34164724,greater wing of sphenoid bone
15149,34164724,orbital fat removal
15150,33728674,graves' disease
15151,33728674,catalytic activity
15152,33728674,thyroid proteomics
15153,33728674,thyrotoxicosis
15154,33728674,toxic multinodular goitre
15155,34090378,non-specific orbital inflammation
15156,34090378,comorbidity
15157,34090378,orbital mass
15158,34090378,prednisolone
15159,34090378,thyroid eye disease cois
15160,32527309,case report
15161,32527309,lipoma
15162,32527309,minor salivary gland
15163,32527309,parotid gland
15164,32527309,sialolipoma cois
15165,33317492,case report
15166,33317492,graves’ disease
15167,33317492,orbitopathy
15168,33317492,pregnancy
15169,33317492,smoking
15170,33317492,tao cois
15171,34300095,*saudi arabia
15172,34300095,*iodine deficiency disorders
15173,34300095,*stunting cois
15174,34938274,*swedish endocrine society
15175,34938274,*desiccated thyroid extract (dte)
15176,34938274,*euthyroidism
15177,34938274,*hypothyroidism
15178,34938274,*levothyroxine
15179,34938274,*liothyronine
15180,34938274,"*survey cois authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest. ibsa had no role in the design of the survey, data analysis, data presentation, data interpretation or writing the manuscript; the authors did not receive remuneration by ibsa."
15183,32279181,gender differences
15184,32279181,graves’ disease
15185,32279181,lymphocytic infiltration
15186,32279181,papillary thyroid cancer
15187,32279181,thyroidectomy
15188,32279181,thyroiditis and cancer
15189,34033290,*graves' disease
15190,34033290,*graves' orbitopathy
15191,34033290,*hyperthyroidism
15192,33544540,body surface area
15193,33544540,middle school students
15194,33544540,thyroid volume
15195,34252869,intravenous glucocorticoid
15196,34252869,t2 ideal
15197,34252869,t2 mapping
15198,34252869,therapeutic efficacy
15199,34252869,thyroid-associated ophthalmopathy
15200,32306294,*exophthalmos
15201,32306294,*graves’ disease
15202,32306294,*graves’ orbitopathy
15203,32306294,*igf-1 receptor
15204,32306294,*teprotumumab
15205,32306294,*thyroid eye disease
15206,32798996,*graves disease
15207,32798996,*outcomes
15208,32798996,*radioactive iodine ablation
15209,32798996,*thyroidectomy
15210,32166667,diabetes
15211,32166667,euthyroid hormones
15212,32166667,free thyroxine
15213,32166667,free triiodothyronine
15214,32166667,islet beta-cell function
15216,33860431,*antithyroid agents
15217,33860431,*grave’s disease
15218,33860431,*hyperthyroidism
15219,33860431,*recurrence
15220,33860431,*treatment outcome
15221,32734611,*graves' disease
15222,32734611,*trabs
15223,32734611,*age
15224,32734611,*radioiodine
15225,32734611,*thyroid hormones cois
15226,34381549,cameroon
15227,34381549,nodular goitre
15228,34381549,cancer
15229,34381549,thyroid cois
15230,34120661,complications
15231,34120661,recurrent laryngeal nerve
15232,34120661,surgery
15233,34120661,thyroid
15234,34120661,vagus nerve
15235,34120661,vocal fold palsy
15236,33993334,cerebrospinal fluid in the optic nerve sheath
15237,33993334,dysthyroid optic neuropathy
15238,33993334,magnetic resonance imaging
15239,33993334,optic nerve
15240,33993334,quantitative water-fat sequence
15241,32524368,antithyroid drugs
15242,32524368,graves’ disease treatment
15243,32524368,graves’ orbitopathy
15244,32524368,hyperthyroidism
15245,32461446,*diabetes mellitus
15246,32461446,*thyroid eye disease
15247,32461446,*thyroid-related orbitopathy
15248,32461446,*type-2 dm cois
15249,33439464,*effective half-life
15250,33439464,*graves’ disease
15251,33439464,*radioiodine therapy
15252,33439464,*radioiodine uptake test
15253,33439464,*thyroid cois
15254,31910731,graves’
15255,31910731,timp-1
15256,31910731,strain
15257,31910731,thyroid
15258,34659126,*n1b metastasis
15259,34659126,*nomogram
15260,34659126,*papillary thyroid cancer
15261,34659126,*predicting
15262,34659126,*skip metastasis cois commercial or financial relationships that could be construed as a potential conflict of interest.
15263,31927747,differentiated thyroid cancer
15264,31927747,pediatrics
15265,31927747,thyroid
15266,31927747,thyroid nodules
15267,32595602,*graves' hyperthyroidism
15268,32595602,*graves' ophthalmopathy
15269,32595602,*anti-thyroid drugs
15270,32595602,*corticosteroid pulse therapy
15271,32595602,*relapse of graves' hyperthyroidism
15272,34266819,head and neck surgery
15273,34266819,paediatric oncology
15274,34266819,radiotherapy
15275,34266819,thyroid disease cois
15278,32527127,prolonged endotracheal intubation
15279,32527127,retrosternal goitre (rsg)
15280,32527127,tracheomalacia
15281,33023116,endemic congenital hypothyroidism
15282,33023116,endemic goitre
15283,33023116,familial aggregation
15284,33023116,iodine deficiency
15285,33023116,thyroid metabolism cois
15286,32709788,*india
15287,32709788,*orbital decompression
15288,32709788,*survey
15289,32709788,*thyroid eye disease cois
15290,32218623,point of care
15291,32218623,thyroid ultrasound cois
15292,33947272,*graves'disease
15293,33947272,*radioactive iodine therapy
15294,33947272,*thyrotropin receptor antibody
