,PMID,Other_term
13407,24726178,antithyroid medication---graves’ disease---neonatal thyroid dysfunction---outcome
13410,25122677,histone modifications---interferon---thyroiditis cois
13418,24784317,autoimmune thyroid diseases---t regulatory cells---forkhead box p3---gene polymorphism
13419,26163757,gene expression profiling---granulomatosis with polyangiitis---microarray analysis---molecular pathology---orbit pathology---orbital pseudotumor
13420,24793198,ct analysis---deep lateral wall---exophthalmos reduction---orbital decompression---orbital fat
13423,25615025,cytotoxic t-lymphocyte antigen-4---polymorphism---thyroid-associated ophthalmopathy
13424,24617953,graves' ophthalmopathy---drug therapy---glucocorticoid---meta-analysis
13426,25648436,antibiotics---mediastinitis---negative pressure therapy---streptococcus---thyroidectomy
13430,24801540,autoimmunity---children---cytokines---serum---thyroid
13438,26523178,basedow disease---papillary carcinoma---thyroid
13444,26593863,autoimmune thyroid disease (aitd)---graves’ disease (gd)---hashimoto's thyroiditis (ht)---maladie de basedow (gd)---maladies thyroïdiennes auto-immunes (mait)---polymorphisme de nucléotide unique (snp)---récepteur à la vitamine d (vdr)---single nucleotide polymorphism (snp)---thyroïdite de hashimoto (ht)---vitamin d receptor (vdr)
13446,25876459,graves' orbitopathy---quality of life---strabismus surgery---success criteria
13455,25455307,graves' disease---sensory ataxia---sensory evoked potentials---thyrotoxicosis
13456,25132194,contact lens sensor---glaucoma---intraocular pressure---thyroid eye disease
13467,26034078,immunology---orbit
13468,25847746,anti tsh-receptor antibody---immunoassay---pre
13469,25550791,graves’ hyperthyroidism---nuocytes---cytokines---transcription factors
13470,26373794,graves' disease (gd)---hashimoto's thyroiditis (ht)---il1f7---il37---autoimmune thyroid diseases (aitds)---single nucleotide polymorphisms (snps)
13482,25480825,cancer---nodules---oncology---pediatrics---therapeutics---thyroid cois article.
13486,25556330,hyperthyroidism---potassium chloride repletion---thyrotoxic hypokalemic periodic paralysis---ventricular arrhythmia
13488,26180468,diplopia---graves’ disease---restrictive strabismus---strabismus surgery---thyroid orbitopathy cois
13490,25900177,graves’ disease---hashimoto’s thyroiditis---oxidative status---prolidase
13492,25859801,dsa = digital subtraction angiography---gd = graves disease---graves disease---mmd = moyamoya disease---mra = mr angiography---t3 = triiodothyronine---t4 = thyroxine---tia = transient ischemic attack---tsh = thyroid stimulating hormone---disease progression---ft3 = free triiodothyronine---ft4 = free thyroxine---moyamoya disease---stroke---vascular disorders
13494,25736545,dysthyroid optic neuropathy---thyroid eye disease---thyroid stimulating immunoglobulins
13503,25988433,exophthalmos---graves’ orbitopathy---globe luxation---malar hypoplasia---orbital decompression
13504,24434244,graves' ophthalmopathy---quality of life---questionnaire
13507,26256985,tsh receptor autoantibody---total thyroidectomy---thyroid benign mass---thyroid cancer---thyroid-associated orbitopathy cois
13509,25159204,graves' orbitopathy---adipogenesis---heme oxygenase-1---inflammation---orbital fibroblasts---oxidative stress---tanshinone iia
13512,24990808,autoimmune thyroid disease---intractability---mir-125a---polymorphism---severity
13516,25873114,antiandrogens  prolactin
13517,25836323,dicer1---embryonal rhabdomyosarcoma---ovary---pediatric tumors---mirna
13518,25824846,drug overdose---hyperthyroxinemia---levothyroxine overdose---thyroid crisis---thyrotoxicosis
13519,25598424,differential diagnosis---hydatid cyst---thyroid---unusual location
13524,24798189,autoimmune thyroid disease---graves'---hashimoto's thyroiditis---disease---single nucleotide polymorphism---tumor necrosis factor α-induced protein 3
13527,26141364,endonasal approach---endoscopic assisted---optic nerve---orbit---paranasal sinuses---skull base
13531,25708657,foxp3---graves' disease---regulatory t cell---single nucleotide polymorphism
13537,24460515,dry eye syndrome---graves’ disease---graves’ orbitopathy
13539,25593151,"dietary intake---dietary supplements---folate---folic acid---vitamin b-9 cois the scientific advisory boards of conagra, inc., mccormick spice, the mushroom council, the california walnut commission, and bay state milling; and is a consultant to nestle, inc. kl wiemer and kb miller are employees of general mills, inc. o dary, ma philbert, v tarasuk, and cl taylor, no conflicts of interest. cl keen serves on advisory boards of advocare, herbalife, mars, inc., mccormick spice, and theralogix. jc king serves on the scientific advisory board for conagra; has received research funding from the almond board of california, the california walnut commission, thrasher foundation, harvest plus, the nestle foundation, usda, and nih; and has provided consultation to the alliance for potato research and education and ilsi north america. pc gaine and ab jarvis were employees of ilsi north america when the manuscript was prepared. rl bailey is a government liaison to the ilsi north america committee on fortification."
13541,26374222,adenomatous hyperplasia---brenner tumor---mucinous cystadenoma---papillary thyroid carcinoma---serous cystadenoma---struma ovarii---strumal carcinoid
13550,26041458,graves’ disease---tsh receptor antibody---antithyroid drugs---hyperthyroidism---pregnancy
13552,25320726,drug induced liver injury (dili)---endocrinology---hepatotoxicity---idiosyncratic hepatic injury---risk factors cois
13556,26116233,graves' disease (gd)---histone acetylation---histone modifications---peripheral blood mononuclear cells (pbmcs)
13566,24760746,graves' disease---hashimoto's thyroiditis---autoimmune thyroiditis---erythrovirus b19---parvovirus b19
13570,24578322,double salt fortification---human health---micronutrient assessment---mineral deficiency
13574,26344731,eyelid retraction---optic neuropathy---orbit---restrictive myopathy---thyroid eye disease
13576,25310344,adult strabismus---diplopia---operation dosage---orbit---thyriod eye disease
13580,25120331,drug-related side effects and adverse reactions---graves disease---methimazole---pancreatitis cois
13583,26564931,cyclotropia---double maddox rod test---strabismus surgery---thyroid eye disease
13586,24510024,extraocular muscles---magnetic resonance imaging---orbit---thyroid-associated orbitopathy---ultrasound
13587,26113403,autoimmune disease---graves’ disease---interleukin 7---soluble interleukin 7 receptor
13591,25968604,founder effect---mutation---structural modeling---tpo---thyroid dyshormonogenesis
13598,25889269,goiter---nitrate---nitrite---thyroid cancer---thyroid function
13599,25017947,cost-benefit---goiter---thyroid cancer---thyroidectomy
13602,25936345,cd40---ctla-4---genetic polymorphism---graves' disease
13603,24712973,linear morphoea---localised scleroderma
13605,24777217,graves’ disease---adverse drug reactions---disease management---methimazole---pediatric
13608,25617714,dna methylation---dnmts---graves' disease---icam1---mbds---medip-chip
13613,24768495,fine needle aspiration---thyroid---thyroid bed
13616,26302664,*iodine intake---*iodized salt---*nutrición yódica---*sal yodada---*urinary iodine concentrations---*yoduria
13618,26041374,h271d---resistance to thyroid hormones---thyroid hormone receptor beta gene (thrβ)
13621,25175810,new sporadic neoplastic syndrome---papillary and medullary carcinomas---urothelial
13622,24493789,barriers---discharge---outpatient---thyroidectomy
13623,26408676,thyroid sarcoma---clinical sign---review---thyroid imaging
13625,25917998,levothyroxine---preoperative localization---primary hyperparathyroidism---sestamibi scintigraphy---ultrasound
13626,25837167,braf---dna---biomarker---papillary thyroid carcinoma---plasma cois
13639,25256279,anca---hyperthyroidism---propylthiouracil---vasculitis
13642,25172242,ccl2---cxcl10---chemokines---extra-ocular muscles---graves' ophthalmopathy
13645,25457466,compressive optic neuropathy---graves' orbitopathy---spontaneous decompression
13655,24750986,difficult thyroidectomy---difficulty scale---graves disease---hashimotos thyroiditis---risk adjustment---thyroid
13657,25193578,adjuvant therapy---differentiated thyroid carcinoma---radioiodine ablation---total thyroidectomy---urinary iodine
13658,25487217,131i therapy---benign thyroid disease---dosimetry
13668,25059686,decompression---orbital surgery---piezosurgery---proptosis---thyroid associated orbitopathy
13670,24576228,graves’ disease---hyperthyroidism---hypothyroidism---prenatal care---thyroidectomy
13671,26415610,alkaline phosphatase---graves disease---hypocalcemia---thyroidectomy
13675,25814196,aetiopathogenesis of warthin's tumour---autoimmune diseases---lymphatic-rich stroma---warthin's tumour
13677,24478186,cd20---cd4---cd8---foxp3---graves’ disease---hashimoto's thyroiditis---regulatory t cells
13680,25829390,ambulatory surgical procedures---outpatient---perioperative complications---revisits---surgery---thyroid surgery---thyroidectomy
13682,24582076,cleft lip and palate---ex utero intrapartum treatment (exit)---fetal diagnosis---micrognathia---prenatal consultation
13687,26425054,graves disease---plasmapheresis---thyrotoxicosis cois
13705,25111330,chinese population---fine-needle aspiration biopsy---genetic alterations---thyroid nodules
13707,25155806,dairy product---iodized salt---urinary iodine
13710,25412700,graves' disease---hashimoto's thyroiditis---th17 cells---interleukins---regulatory t cells
13718,25576242,adipokines---graves׳ disease---hashimoto׳s thyroiditis---leptin---pamp׳s
13721,24956560,cytokine---graves disease---graves ophthalmopathy---parp-1---polymorphism
13723,25989711,autoimmune thyroid disease---graves' disease---hashimoto's thyroiditis---interferon regulatory factor 8
13725,25647271,autoimmune thyroid disease (aitd)---graves’ disease (gd)---hashimoto’s thyroiditis (ht)---interleukin-21 (il-21)---interleukin-21 receptor (il-21r)
13726,25281394,gd---kir3dl1---nk---nkg2a---nkg2d---nkp30
13728,25434508,chester-erdheim disease---diabetes insipidus---diabetes insípida---enfermedad de chester-erdheim---hipopituitarismo---histiocitosis de células de langerhans---hypopituitarism---langerhans cell histiocytosis
13846,20835551,immunohistochemistry---ndrg1---thyroid carcinoma---thyroid gland---tissue microarray
14062,21274344,pendred syndrome---congenital hypothyroidism---pseudo−pendred syndrome---thyroid peroxidase defect
14221,21274318,thyrotropin receptor---germline mutation---nonautoimmune hyperthyroidism
14251,21274321,congenital hypothyroidism---thyroxine
14441,20808683,mutation---thyroid hormone receptor---thyroid hormone receptors beta---thyroid hormone resistance syndrom---thyroid neoplasms
14540,21052505,clinical course---optic nerve diseases---risk factors---thyroid-associated orbitopathy cois
14650,21274336,hyperthyroidism---isolated---neonatal---sialadenitis---submandibular
14686,21716594,"biological assay---graves disease---immunoglobulins, thyroid-stimulating---receptors, thyrotropin---thyrotropin-binding inhibitory immunoglobulin cois"
14728,20379454,depression---graves ophthalmopathy---quality of life cois
14749,20195406,graves disease---thyroid neoplasms---ultrasonography cois
14891,20157407,congenital fibrosis syndrome of the extraocular muscles---congenital retraction---epiblepharon---lower eyelid retraction---thyroid-associated ophthalmopathy
14979,22148004,destructive thyroiditis---graves disease---interferons
15047,35288841,anaplastic thyroid carcinoma---cribriform-morular thyroid carcinoma---follicular nodular disease---follicular thyroid carcinoma---high-grade thyroid carcinoma---hyalinizing trabecular tumor---medullary thyroid carcinoma---papillary thyroid carcinoma---poorly differentiated thyroid carcinoma---thyroblastoma---who classification of thyroid tumors
