,PMID,Publication_type
1226,15314993,controlled clinical trial
1227,15314993,journal article
1228,14757966,journal article
1229,14757966,"research support, non-u.s. gov't"
1230,14757966,review
1231,12931260,comparative study
1232,12931260,evaluation study
1233,12931260,journal article
1234,12413310,journal article
1235,15139703,comparative study
1236,15139703,journal article
1237,14588098,journal article
1238,14588098,"research support, non-u.s. gov't"
1239,11952048,journal article
1240,11952048,"research support, non-u.s. gov't"
1241,11952048,review
1242,15314994,clinical trial
1243,15314994,controlled clinical trial
1244,15314994,journal article
1245,11999703,journal article
1246,11999703,"research support, non-u.s. gov't"
1247,12560781,comparative study
1248,12560781,evaluation study
1249,12560781,journal article
1250,12649575,case reports
1251,12649575,journal article
1252,12813025,journal article
1253,12813025,"research support, non-u.s. gov't"
1254,12813025,"research support, u.s. gov't, p.h.s."
1255,12614743,clinical trial
1256,12614743,controlled clinical trial
1257,12614743,journal article
1258,12522939,case reports
1259,12522939,journal article
1260,12886486,case reports
1261,12886486,journal article
1262,14682468,journal article
1263,12917100,case reports
1264,12917100,journal article
1265,12644756,journal article
1266,12964971,comparative study
1267,12964971,journal article
1268,12484697,case reports
1269,12484697,journal article
1270,12411845,comment
1271,12411845,comparative study
1272,12411845,letter
1273,12161479,clinical trial
1274,12161479,journal article
1275,12063047,comparative study
1276,12063047,journal article
1277,11885370,english abstract
1278,11885370,journal article
1279,12441836,journal article
1280,12441836,review
1281,11860643,journal article
1282,14599117,journal article
1283,14599117,"research support, non-u.s. gov't"
1284,12541136,clinical trial
1285,12541136,comparative study
1286,12541136,journal article
1287,12541136,validation study
1288,15055712,case reports
1289,15055712,journal article
1290,12687752,case reports
1291,12687752,journal article
1292,12464787,comparative study
1293,12464787,journal article
1294,12611611,clinical trial
1295,12611611,journal article
1296,12611611,randomized controlled trial
1297,12611611,"research support, non-u.s. gov't"
1298,12058303,english abstract
1299,12058303,journal article
1300,12425892,case reports
1301,12425892,journal article
1302,11932304,journal article
1303,11932304,"research support, non-u.s. gov't"
1304,12192544,journal article
1305,12192544,review
1306,12403134,journal article
1307,14597960,case reports
1308,14597960,comparative study
1309,14597960,journal article
1310,12587224,english abstract
1311,12587224,journal article
1312,12761360,journal article
1313,11956624,journal article
1314,12930595,comparative study
1315,12930595,journal article
1316,12930595,"research support, non-u.s. gov't"
1317,12518250,journal article
1318,14506419,journal article
1319,12035933,comment
1320,12035933,editorial
1321,11812451,comment
1322,11812451,letter
1323,12519839,journal article
1324,12519839,"research support, non-u.s. gov't"
1325,14704818,comparative study
1326,14704818,journal article
1327,11825827,clinical trial
1328,11825827,comparative study
1329,11825827,journal article
1330,11825827,"research support, non-u.s. gov't"
1331,14671218,comment
1332,14671218,letter
1333,12189117,journal article
1334,14986660,journal article
1335,14986660,review
1336,15233224,journal article
1337,15233224,"research support, non-u.s. gov't"
1338,15233224,review
1339,12225644,case reports
1340,12225644,journal article
1341,12093642,journal article
1342,12494541,journal article
1343,11980136,english abstract
1344,11980136,journal article
1345,14752933,journal article
1346,14752933,review
1347,14709836,journal article
1348,12914401,comparative study
1349,12914401,english abstract
1350,12914401,journal article
1351,12098810,case reports
1352,12098810,journal article
1353,12224697,case reports
1354,12224697,journal article
1355,12915622,case reports
1356,12915622,journal article
1357,12645386,case reports
1358,12645386,comparative study
1359,12645386,english abstract
1360,12645386,journal article
1361,12173918,case reports
1362,12173918,journal article
1363,12126525,clinical trial
1364,12126525,english abstract
1365,12126525,journal article
1366,12126525,randomized controlled trial
1367,12629070,comment
1368,12629070,editorial
1369,12924496,case reports
1370,12924496,journal article
1371,12625406,case reports
1372,12625406,comparative study
1373,12625406,journal article
1374,12550020,case reports
1375,12550020,english abstract
1376,12550020,journal article
1377,12133491,english abstract
1378,12133491,journal article
1379,11997801,journal article
1380,11910320,journal article
1381,12800544,journal article
1382,12800544,review
1383,14530465,clinical trial
1384,14530465,comparative study
1385,14530465,controlled clinical trial
1386,14530465,journal article
1387,14530465,"research support, non-u.s. gov't"
1388,14530465,validation study
1389,14709834,journal article
1390,14971135,english abstract
1391,14971135,journal article
1392,14971135,review
1393,12410995,journal article
1394,12921687,case reports
1395,12921687,journal article
1396,12962270,case reports
1397,12962270,journal article
1398,12374459,clinical trial
1399,12374459,comparative study
1400,12374459,journal article
1401,12374459,randomized controlled trial
1402,14740552,english abstract
1403,14740552,journal article
1404,14740552,"research support, non-u.s. gov't"
1405,12707630,journal article
1406,12707630,review
1407,12229955,case reports
1408,12229955,comment
1409,12229955,letter
1410,12045064,journal article
1411,14646686,case reports
1412,14646686,journal article
1413,14506458,case reports
1414,14506458,journal article
1415,21189578,journal article
1416,21189578,"research support, u.s. gov't, non-p.h.s."
1417,12677487,comparative study
1418,12677487,editorial
1419,12593727,journal article
1420,12593727,"research support, u.s. gov't, p.h.s."
1421,12225632,journal article
1422,12225632,"research support, u.s. gov't, p.h.s."
1423,12225632,twin study
1424,12199623,comparative study
1425,12199623,journal article
1426,11806399,comment
1427,11806399,journal article
1428,11806399,review
1429,12027278,journal article
1430,12027278,review
1431,11862510,journal article
1432,11777638,journal article
1433,12375209,comparative study
1434,12375209,journal article
1435,12956795,journal article
1436,12192554,clinical trial
1437,12192554,comparative study
1438,12192554,controlled clinical trial
1439,12192554,journal article
1440,12192554,multicenter study
1441,14737725,clinical trial
1442,14737725,comparative study
1443,14737725,controlled clinical trial
1444,14737725,journal article
1445,14737725,validation study
1446,12970294,clinical trial
1447,12970294,journal article
1448,12970294,"research support, u.s. gov't, p.h.s."
1449,12707631,journal article
1450,12707631,review
1451,11962011,english abstract
1452,11962011,journal article
1453,12634254,comment
1454,12634254,letter
1455,11952047,journal article
1456,11952047,review
1457,12192545,journal article
1458,12192545,review
1459,12060828,journal article
1460,12060828,"research support, u.s. gov't, non-p.h.s."
1461,12060828,"research support, u.s. gov't, p.h.s."
1462,12060828,review
1463,11935690,case reports
1464,11935690,english abstract
1465,11935690,journal article
1466,12953167,clinical trial
1467,12953167,controlled clinical trial
1468,12953167,journal article
1469,15062579,journal article
1470,12689659,journal article
1471,12201217,journal article
1472,12114310,comparative study
1473,12114310,journal article
1474,12114310,review
1475,12097194,clinical trial
1476,12097194,journal article
1477,12097194,"research support, non-u.s. gov't"
1478,12476893,journal article
1479,12593726,clinical trial
1480,12593726,journal article
1481,12593726,multicenter study
1482,12593726,randomized controlled trial
1483,12593726,"research support, non-u.s. gov't"
1484,11925523,case reports
1485,11925523,journal article
1486,11925523,"research support, non-u.s. gov't"
1487,11849246,journal article
1488,11849246,"research support, u.s. gov't, p.h.s."
