nct_id,downcase_mesh_term,official_title,all_conditions,study_first_submitted_date,primary_completion_date,completion_date,study_type,overall_status,study_phases,funded_bys,sponsors_name,investigators,intervention_types,location,minimum_age_num,maximum_age_num,category_age,category,sub_category,URL
NCT04284774,thyroid neoplasms,NCI-COG Pediatric MATCH (Molecular Analysis for Therapy Choice)- Phase 2 Subprotocol of Tipifarnib in Patients With Tumors Harboring HRAS Genomic Alterations,Malignant Solid Neoplasm|Recurrent Adrenal Gland Pheochromocytoma|Recurrent Ectomesenchymoma|Recurrent Ependymoma|Recurrent Ewing Sarcoma|Recurrent Hepatoblastoma|Recurrent Kidney Wilms Tumor|Recurrent Langerhans Cell Histiocytosis|Recurrent Malignant Germ Cell Tumor|Recurrent Malignant Glioma|Recurrent Medulloblastoma|Recurrent Melanoma|Recurrent Neuroblastoma|Recurrent Non-Hodgkin Lymphoma|Recurrent Osteosarcoma|Recurrent Peripheral Primitive Neuroectodermal Tumor|Recurrent Rhabdoid Tumor|Recurrent Rhabdoid Tumor of the Kidney|Recurrent Rhabdomyosarcoma|Recurrent Soft Tissue Sarcoma|Recurrent Thyroid Gland Carcinoma|Recurrent WHO Grade 2 Glioma|Refractory Adrenal Gland Pheochromocytoma|Refractory Ependymoma|Refractory Ewing Sarcoma|Refractory Hepatoblastoma|Refractory Langerhans Cell Histiocytosis|Refractory Malignant Germ Cell Tumor|Refractory Malignant Glioma|Refractory Medulloblastoma|Refractory Melanoma|Refractory Neuroblastoma|Refractory Non-Hodgkin Lymphoma|Refractory Osteosarcoma|Refractory Peripheral Primitive Neuroectodermal Tumor|Refractory Rhabdoid Tumor|Refractory Rhabdoid Tumor of the Kidney|Refractory Rhabdomyosarcoma|Refractory Soft Tissue Sarcoma|Refractory Thyroid Gland Carcinoma|Refractory WHO Grade 2 Glioma,2020-02-25,2027-09-30,2027-09-30,Interventional,Recruiting,Phase 2,National Cancer Institute (NCI),National Cancer Institute (NCI),Children's Hospital of Alabama|Providence Alaska Medical Center|Banner Children's at Desert|Phoenix Childrens Hospital|Banner University Medical Center - Tucson|Arkansas Children's Hospital|Kaiser Permanente Downey Medical Center|City of Hope Comprehensive Cancer Center|Loma Linda University Medical Center|Miller Children's and Women's Hospital Long Beach|Children's Hospital Los Angeles|Cedars Sinai Medical Center|Mattel Children's Hospital UCLA|Valley Children's Hospital|UCSF Benioff Children's Hospital Oakland|Kaiser Permanente-Oakland|Children's Hospital of Orange County|Lucile Packard Children's Hospital Stanford University|University of California Davis Comprehensive Cancer Center|Rady Children's Hospital - San Diego|Naval Medical Center -San Diego|UCSF Medical Center-Mission Bay|Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center|Children's Hospital Colorado|Rocky Mountain Hospital for Children-Presbyterian Saint Luke's Medical Center|Connecticut Children's Medical Center|Yale University|Alfred I duPont Hospital for Children|MedStar Georgetown University Hospital|Children's National Medical Center|Broward Health Medical Center|Golisano Children's Hospital of Southwest Florida|University of Florida Health Science Center - Gainesville|Memorial Regional Hospital/Joe DiMaggio Children's Hospital|Nemours Children's Clinic-Jacksonville|University of Miami Miller School of Medicine-Sylvester Cancer Center|Nicklaus Children's Hospital|Miami Cancer Institute|AdventHealth Orlando|Arnold Palmer Hospital for Children|Nemours Children's Hospital|Sacred Heart Hospital|Johns Hopkins All Children's Hospital|Tampa General Hospital|Saint Joseph's Hospital/Children's Hospital-Tampa|Saint Mary's Hospital|Children's Healthcare of Atlanta - Egleston|Memorial Health University Medical Center|Kapiolani Medical Center for Women and Children|Saint Luke's Cancer Institute - Boise|Lurie Children's Hospital-Chicago|University of Illinois|University of Chicago Comprehensive Cancer Center|Loyola University Medical Center|Saint Jude Midwest Affiliate|Southern Illinois University School of Medicine|Riley Hospital for Children|Saint Vincent Hospital and Health Care Center|Blank Children's Hospital|University of Iowa/Holden Comprehensive Cancer Center|University of Kentucky/Markey Cancer Center|Norton Children's Hospital|Children's Hospital New Orleans|Ochsner Medical Center Jefferson|Eastern Maine Medical Center|Maine Children's Cancer Program|University of Maryland/Greenebaum Cancer Center|Sinai Hospital of Baltimore|Johns Hopkins University/Sidney Kimmel Cancer Center|National Institutes of Health Clinical Center|Massachusetts General Hospital Cancer Center|Dana-Farber Cancer Institute|UMass Memorial Medical Center - University Campus|C S Mott Children's Hospital|Wayne State University/Karmanos Cancer Institute|Helen DeVos Children's Hospital at Spectrum Health|Bronson Methodist Hospital|Beaumont Children's Hospital-Royal Oak|Children's Hospitals and Clinics of Minnesota - Minneapolis|University of Minnesota/Masonic Cancer Center|Mayo Clinic in Rochester|University of Mississippi Medical Center|Children's Mercy Hospitals and Clinics|Cardinal Glennon Children's Medical Center|Washington University School of Medicine|Mercy Hospital Saint Louis|Children's Hospital and Medical Center of Omaha|University of Nebraska Medical Center|University Medical Center of Southern Nevada|Sunrise Hospital and Medical Center|Alliance for Childhood Diseases/Cure 4 the Kids Foundation|Summerlin Hospital Medical Center|Renown Regional Medical Center|Dartmouth Hitchcock Medical Center|Hackensack University Medical Center|Morristown Medical Center|Saint Peter's University Hospital|Rutgers Cancer Institute of New Jersey-Robert Wood Johnson University Hospital|Albany Medical Center|Roswell Park Cancer Institute|NYU Winthrop Hospital|The Steven and Alexandra Cohen Children's Medical Center of New York|Laura and Isaac Perlmutter Cancer Center at NYU Langone|NYP/Columbia University Medical Center/Herbert Irving Comprehensive Cancer Center|Memorial Sloan Kettering Cancer Center|NYP/Weill Cornell Medical Center|University of Rochester|Stony Brook University Medical Center|State University of New York Upstate Medical University|New York Medical College|Mission Hospital|UNC Lineberger Comprehensive Cancer Center|Carolinas Medical Center/Levine Cancer Institute|Novant Health Presbyterian Medical Center|Duke University Medical Center|East Carolina University|Wake Forest University Health Sciences|Sanford Broadway Medical Center|Children's Hospital Medical Center of Akron|Cincinnati Children's Hospital Medical Center|Rainbow Babies and Childrens Hospital|Cleveland Clinic Foundation|Nationwide Children's Hospital|Dayton Children's Hospital|ProMedica Toledo Hospital/Russell J Ebeid Children's Hospital|University of Oklahoma Health Sciences Center|Legacy Emanuel Children's Hospital|Oregon Health and Science University|Lehigh Valley Hospital-Cedar Crest|Geisinger Medical Center|Children's Hospital of Philadelphia|Saint Christopher's Hospital for Children|Children's Hospital of Pittsburgh of UPMC|Rhode Island Hospital|Prisma Health Richland Hospital|BI-LO Charities Children's Cancer Center|Sanford USD Medical Center - Sioux Falls|T C Thompson Children's Hospital|East Tennessee Childrens Hospital|Saint Jude Children's Research Hospital|The Children's Hospital at TriStar Centennial|Vanderbilt University/Ingram Cancer Center|Dell Children's Medical Center of Central Texas|Driscoll Children's Hospital|Medical City Dallas Hospital|UT Southwestern/Simmons Cancer Center-Dallas|El Paso Children's Hospital|Cook Children's Medical Center|Baylor College of Medicine/Dan L Duncan Comprehensive Cancer Center|M D Anderson Cancer Center|Covenant Children's Hospital|UMC Cancer Center / UMC Health System|Children's Hospital of San Antonio|Methodist Children's Hospital of South Texas|University of Texas Health Science Center at San Antonio|Scott and White Memorial Hospital|Primary Children's Hospital|University of Vermont and State Agricultural College|Children's Hospital of The King's Daughters|Naval Medical Center - Portsmouth|Virginia Commonwealth University/Massey Cancer Center|Seattle Children's Hospital|Providence Sacred Heart Medical Center and Children's Hospital|Mary Bridge Children's Hospital and Health Center|Madigan Army Medical Center|West Virginia University Healthcare|University of Wisconsin Hospital and Clinics|Marshfield Medical Center-Marshfield|Children's Hospital of Wisconsin|University Pediatric Hospital,Drug,Puerto Rico|United States,12.0,21.0,[0-17]|[18-65],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT04284774
NCT04288115,hypothyroidism,"Discontinuation of Levothyroxine Therapy for Patients With Subclinical Hypothyroidism: a Pilot Randomized, Double-blinded, Placebo-controlled Study",Subclinical Hypothyroidism,2020-02-14,2022-05-31,2022-12-31,Interventional,Recruiting,Phase 4,VA Office of Research and Development,Central Arkansas Veterans Healthcare System|VA Office of Research and Development,"Central Arkansas Veterans Healthcare System Eugene J. Towbin Healthcare Center, Little Rock, AR",Drug|Other,United States,18.0,89.0,[18-65]|[65 and more],Hypothyroidism,Hypothyroidism,https://clinicaltrials.gov/ct2/show/NCT04288115
NCT04288531,hypothyroidism,"Observational Study on the Impact of Iodine Supplementation on Maternal and Child's Thyroid Hormone Homeostasis and on the Child's Psychomotor Development, in the Portuguese Minho Region (IodineMinho)",Hypothyroidism in Pregnancy|Iodine Deficiency|Nutrient Deficiency|Pregnancy Related|Psychomotor Impairment|Thyroid,2020-02-25,2024-01-10,2025-01-10,Observational,Recruiting,,University of Minho,"Administração Regional de Saúde do Norte, Portugal|Clinical Academic Center (2CA-Braga)|Hospital de Braga|Instituto Nacional de Saúde Dr Ricardo Jorge, Portugal|University of Minho",Usf Maxisaude|Usf Braga Norte|Usf Ruães|Usf S. Lourenço|Usf Gualtar|Usf + Carandá|Usf Manuel Rocha Peixoto|Usf Bracara Augusta|Usf Do Minho|Usf S. João de Braga,Dietary Supplement,Portugal,18.0,50.0,[18-65],Hypothyroidism,Hypothyroidism,https://clinicaltrials.gov/ct2/show/NCT04288531
NCT04298684,thyroid nodule,Efficacy of Metformin Versus Sitagliptin on Benign Thyroid Nodules Size in Type 2 Diabetes: a 2-years Prospective Multicentric Study,"Diabetes Mellitus, Type 2|Thyroid Nodule (Benign)",2020-02-05,2022-02-01,2024-07-01,Interventional,Not yet recruiting,Phase 4,Centre Hospitalier Universitaire de Pointe-a-Pitre,Centre Hospitalier Universitaire de Pointe-a-Pitre,CHU Bordeaux|CHU Limoges|University Hospital Center of Guadeloupe|CHU de la Réunion,Drug|Drug,France|Guadeloupe|Réunion,18.0,65.0,[18-65]|[65 and more],Nodule,Nodule,https://clinicaltrials.gov/ct2/show/NCT04298684
NCT04298684,thyroid neoplasms,Efficacy of Metformin Versus Sitagliptin on Benign Thyroid Nodules Size in Type 2 Diabetes: a 2-years Prospective Multicentric Study,"Diabetes Mellitus, Type 2|Thyroid Nodule (Benign)",2020-02-05,2022-02-01,2024-07-01,Interventional,Not yet recruiting,Phase 4,Centre Hospitalier Universitaire de Pointe-a-Pitre,Centre Hospitalier Universitaire de Pointe-a-Pitre,CHU Bordeaux|CHU Limoges|University Hospital Center of Guadeloupe|CHU de la Réunion,Drug|Drug,France|Guadeloupe|Réunion,18.0,65.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT04298684
NCT04311606,graves disease,Anti-VEGF Therapy for Acute Thyroid Eye Disease (AcTED Study),Thyroid Eye Disease,2020-03-12,2025-09-30,2027-01-01,Interventional,Recruiting,Phase 2,Massachusetts Eye and Ear Infirmary,Massachusetts Eye and Ear Infirmary|Regeneron Pharmaceuticals,Mass Eye and Ear,Drug|Drug|Drug,United States,18.0,120.0,[18-65]|[65 and more],Hyperthyroidism,Graves' disease,https://clinicaltrials.gov/ct2/show/NCT04311606
NCT04311606,goiter,Anti-VEGF Therapy for Acute Thyroid Eye Disease (AcTED Study),Thyroid Eye Disease,2020-03-12,2025-09-30,2027-01-01,Interventional,Recruiting,Phase 2,Massachusetts Eye and Ear Infirmary,Massachusetts Eye and Ear Infirmary|Regeneron Pharmaceuticals,Mass Eye and Ear,Drug|Drug|Drug,United States,18.0,120.0,[18-65]|[65 and more],Goiter,Goiter,https://clinicaltrials.gov/ct2/show/NCT04311606
NCT04311606,hyperthyroidism,Anti-VEGF Therapy for Acute Thyroid Eye Disease (AcTED Study),Thyroid Eye Disease,2020-03-12,2025-09-30,2027-01-01,Interventional,Recruiting,Phase 2,Massachusetts Eye and Ear Infirmary,Massachusetts Eye and Ear Infirmary|Regeneron Pharmaceuticals,Mass Eye and Ear,Drug|Drug|Drug,United States,18.0,120.0,[18-65]|[65 and more],Hyperthyroidism,Hyperthyroidism,https://clinicaltrials.gov/ct2/show/NCT04311606
NCT04329455,thyroid nodule,Evaluation of Endoscopic Thyroidectomy Via Axillo-breast Approach in Thyroid Nodules,Safety and Cosmetic Issues in Endoscopic Thyroidectomy,2020-03-30,2022-04-01,2023-04-01,Observational,Recruiting,,Assiut University,Assiut University,Ahmed Gamal,Procedure,Egypt,18.0,55.0,[18-65],Nodule,Nodule,https://clinicaltrials.gov/ct2/show/NCT04329455
NCT04329455,thyroid neoplasms,Evaluation of Endoscopic Thyroidectomy Via Axillo-breast Approach in Thyroid Nodules,Safety and Cosmetic Issues in Endoscopic Thyroidectomy,2020-03-30,2022-04-01,2023-04-01,Observational,Recruiting,,Assiut University,Assiut University,Ahmed Gamal,Procedure,Egypt,18.0,55.0,[18-65],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT04329455
NCT04333342,graves disease,Clinical Usefulness of Monitoring Heart Rate Using Wearable Devices in the Patients of Graves' Disease Who Discontinue Anti-thyroid Drugs,Graves' Disease in Remission (Disorder),2020-03-11,2021-09-30,2021-12-31,Interventional,Recruiting,Not Applicable,Seoul National University Bundang Hospital,Seoul National University Bundang Hospital,Chungbuk National University Hospital|Chung-Ang University Hospital|Eulji University Nowon Eulji Medical Center|Korea University Guro Hospital|Seoul National University Hospital|The Catholic University of Korea Eunpyeong St. Mary's Hospital,Device,"Korea, Republic of",20.0,60.0,[18-65],Hyperthyroidism,Graves' disease,https://clinicaltrials.gov/ct2/show/NCT04333342
NCT04333342,goiter,Clinical Usefulness of Monitoring Heart Rate Using Wearable Devices in the Patients of Graves' Disease Who Discontinue Anti-thyroid Drugs,Graves' Disease in Remission (Disorder),2020-03-11,2021-09-30,2021-12-31,Interventional,Recruiting,Not Applicable,Seoul National University Bundang Hospital,Seoul National University Bundang Hospital,Chungbuk National University Hospital|Chung-Ang University Hospital|Eulji University Nowon Eulji Medical Center|Korea University Guro Hospital|Seoul National University Hospital|The Catholic University of Korea Eunpyeong St. Mary's Hospital,Device,"Korea, Republic of",20.0,60.0,[18-65],Goiter,Goiter,https://clinicaltrials.gov/ct2/show/NCT04333342
NCT04333342,hyperthyroidism,Clinical Usefulness of Monitoring Heart Rate Using Wearable Devices in the Patients of Graves' Disease Who Discontinue Anti-thyroid Drugs,Graves' Disease in Remission (Disorder),2020-03-11,2021-09-30,2021-12-31,Interventional,Recruiting,Not Applicable,Seoul National University Bundang Hospital,Seoul National University Bundang Hospital,Chungbuk National University Hospital|Chung-Ang University Hospital|Eulji University Nowon Eulji Medical Center|Korea University Guro Hospital|Seoul National University Hospital|The Catholic University of Korea Eunpyeong St. Mary's Hospital,Device,"Korea, Republic of",20.0,60.0,[18-65],Hyperthyroidism,Hyperthyroidism,https://clinicaltrials.gov/ct2/show/NCT04333342
NCT04339205,thyroiditis,Diffusion Imaging in Acute Auto-immune Encephalitis : a Cohort of 80 Patients,Auto-immune Encephalitis,2020-04-06,2020-03-01,2020-07-01,Observational,Recruiting,,Hospices Civils de Lyon,Hospices Civils de Lyon,Hospices Civils de Lyon,Other,France,0.0,120.0,[0-17]|[18-65]|[65 and more],Thyroiditis,Hashimoto,https://clinicaltrials.gov/ct2/show/NCT04339205
NCT04359979,graves disease,Treatment With Tamsulosin for Upper Eyelid Retraction Related to Thyroid Eye Disease.,Eyelid Diseases|Thyroid Eye Disease,2020-04-21,2021-05-31,2021-12-31,Interventional,Recruiting,Not Applicable,Sheba Medical Center,Sheba Medical Center,Sheba Medical Center,Drug,Israel,18.0,120.0,[18-65]|[65 and more],Hyperthyroidism,Graves' disease,https://clinicaltrials.gov/ct2/show/NCT04359979
NCT04359979,goiter,Treatment With Tamsulosin for Upper Eyelid Retraction Related to Thyroid Eye Disease.,Eyelid Diseases|Thyroid Eye Disease,2020-04-21,2021-05-31,2021-12-31,Interventional,Recruiting,Not Applicable,Sheba Medical Center,Sheba Medical Center,Sheba Medical Center,Drug,Israel,18.0,120.0,[18-65]|[65 and more],Goiter,Goiter,https://clinicaltrials.gov/ct2/show/NCT04359979
NCT04359979,hyperthyroidism,Treatment With Tamsulosin for Upper Eyelid Retraction Related to Thyroid Eye Disease.,Eyelid Diseases|Thyroid Eye Disease,2020-04-21,2021-05-31,2021-12-31,Interventional,Recruiting,Not Applicable,Sheba Medical Center,Sheba Medical Center,Sheba Medical Center,Drug,Israel,18.0,120.0,[18-65]|[65 and more],Hyperthyroidism,Hyperthyroidism,https://clinicaltrials.gov/ct2/show/NCT04359979
NCT04373226,parathyroid diseases,Study of Arithmetic Abilities of Children With 22q11.2 Deletion Syndrome Aged From 4 to 11 Years Old,22q11.2 Deletion Syndrome,2020-04-30,2023-07-20,2023-10-20,Interventional,Recruiting,Not Applicable,Hôpital le Vinatier,Hôpital le Vinatier,Hopital Vinatier,Behavioral,France,4.0,11.0,[0-17],Parathyroid diseases,Parathyroid diseases,https://clinicaltrials.gov/ct2/show/NCT04373226
NCT04376203,thyroid neoplasms,What is the Relation of Microbiome to Papillary Thyroid Microcarcinoma Development?,Microbiome|Papillary Thyroid Microcarcinoma,2020-05-02,2022-05-30,2023-05-30,Observational,Not yet recruiting,,University of Ioannina,University of Ioannina,,Procedure,,0.0,120.0,[0-17]|[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT04376203
NCT04383795,graves disease,A Prospective Study Analyzing the Change of Gut Microbiome With Antithyroid Drug Treatment of Graves' Disease,Graves' Disease,2020-05-07,2021-05-04,2023-05-04,Observational,Recruiting,,Seoul St. Mary's Hospital,Seoul St. Mary's Hospital,Seoul St. Mary hospital,Drug,"Korea, Republic of",19.0,69.0,[18-65]|[65 and more],Hyperthyroidism,Graves' disease,https://clinicaltrials.gov/ct2/show/NCT04383795
NCT04383795,goiter,A Prospective Study Analyzing the Change of Gut Microbiome With Antithyroid Drug Treatment of Graves' Disease,Graves' Disease,2020-05-07,2021-05-04,2023-05-04,Observational,Recruiting,,Seoul St. Mary's Hospital,Seoul St. Mary's Hospital,Seoul St. Mary hospital,Drug,"Korea, Republic of",19.0,69.0,[18-65]|[65 and more],Goiter,Goiter,https://clinicaltrials.gov/ct2/show/NCT04383795
NCT04383795,hyperthyroidism,A Prospective Study Analyzing the Change of Gut Microbiome With Antithyroid Drug Treatment of Graves' Disease,Graves' Disease,2020-05-07,2021-05-04,2023-05-04,Observational,Recruiting,,Seoul St. Mary's Hospital,Seoul St. Mary's Hospital,Seoul St. Mary hospital,Drug,"Korea, Republic of",19.0,69.0,[18-65]|[65 and more],Hyperthyroidism,Hyperthyroidism,https://clinicaltrials.gov/ct2/show/NCT04383795
NCT04396158,thyroid neoplasms,Effect of Radioiodine Therapy on Ovarian Reserve in Female Patients With Differentiated Thyroid Cancer,Ovarian Insufficiency|Radiation Exposure,2020-05-16,2021-06-15,2021-12-15,Interventional,Not yet recruiting,Not Applicable,Assiut University,Assiut University,,Radiation,,15.0,45.0,[0-17]|[18-65],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT04396158
